,full_text,text_processed,label,score
10,Presiden Prabowo Subianto dan Gubernur Aceh Muzakir Manaf Saling Hormat di Akmil Megelang https://t.co/vM9rj6LfpH,presiden prabowo subianto dan gubernur aceh muzakir manaf saling hormat di akmil megelang,neutral,0.9971444010734558
11,Mantan Menko Polhukam Mahfud MD menilai keberanian Kejaksaan Agung dalam membongkar kasus korupsi tata kelola minyak di Pertamina tidak terlepas dari restu Presiden Prabowo Subianto. &lt; #Kejagung #KorupsiPertamina #MahfudMD https://t.co/HjSJoD4llJ,mantan menko polhukam mahfud md menilai keberanian kejaksaan agung dalam membongkar kasus korupsi tata kelola minyak di pertamina tidak terlepas dari restu presiden prabowo subianto lt kejagung korupsipertamina mahfudmd,neutral,0.9866471290588379
12,Keren pak @jokowi akan datang ke Parade Senja retret kepala daerah di Magelang atas undangan bpak presiden @prabowo Para pembenci dan bani lobet kejeng2 lagi https://t.co/YBpnsHFlxJ,keren pak jokowi akan datang ke parade senja retret kepala daerah di magelang atas undangan bpak presiden prabowo para pembenci dan bani lobet kejeng lagi,neutral,0.5908793210983276
13,Presiden RI Prabowo Subianto tiba di venue retreat kepala daerah di Akmil Magelang Jawa Tengah bersama Presiden ke-6 Susilo Bambang Yudhoyono dan Presiden ke-7 Joko Widodo. Ketiganya kompak mengenakan seragam komcad. Prabowo Bersama SBY dan Jokowi kemudian mengikuti parade https://t.co/4HV17zOYQX,presiden ri prabowo subianto tiba di venue retreat kepala daerah di akmil magelang jawa tengah bersama presiden ke susilo bambang yudhoyono dan presiden ke joko widodo ketiganya kompak mengenakan seragam komcad prabowo bersama sby dan jokowi kemudian mengikuti parade,positive,0.6096925139427185
14,Parade Senja di hadiri presiden Prabowo presiden ke 7 dan 6 . Presiden 2 periode di pilih langsung oleh rakyat.banyak prestasi.tokoh Bangsa yg negarawan yg lebih mementingkan kepentingan rakyat bangsa dan negara.daripada kepentingan partai. 🇮🇩 https://t.co/gP4dfNl62E,parade senja di hadiri presiden prabowo presiden ke dan presiden periode di pilih langsung oleh rakyat banyak prestasi tokoh bangsa yang negarawan yang lebih mementingkan kepentingan rakyat bangsa dan negara daripada kepentingan partai,negative,0.8255322575569153
15,Warga Pesisir Utara Tangerang bisa tenang sekarang. Presiden Prabowo segera perintahkan utk mempercepat pembangunan Giant Sea Wall utk melindungi Pesisir Jawa dari abrasi yg ekstrim. Pak Prabowo tdk akan membiarkan abrasi trs menggerus tanah yg menjadi sumber penghidupan rakyat https://t.co/8xewnj67C3,warga pesisir utara tangerang bisa tenang sekarang presiden prabowo segera perintahkan untuk mempercepat pembangunan giant sea wall untuk melindungi pesisir jawa dari abrasi yang ekstrim pak prabowo tidak akan membiarkan abrasi trs menggerus tanah yang menjadi sumber penghidupan rakyat,neutral,0.4934406280517578
16,PARADE SENJA Akan Dihadiri Oleh Presiden Prabowo Presiden Ke 7 Pak Jkw Presiden Ke 6 Pak Sby &amp; Presiden Ke 5 Ibu Megawati https://t.co/pZxV0Xn64m,parade senja akan dihadiri oleh presiden prabowo presiden ke pak jkw presiden ke pak sby presiden ke ibu megawati,neutral,0.9897199273109436
17,Presiden Prabowo Subianto mengatakan maling tidak perlu diajak rukun. Saya selalu mengajak kebaikan saya selalu mendekati dengan cara yang saya inginkan kerukunan. Tapi kalau maling nggak usah diajak rukun kini Prabowo memerintahkan aparat penegak hukum untuk bergerak. https://t.co/5UtUj6kMnS,presiden prabowo subianto mengatakan maling tidak perlu diajak rukun saya selalu mengajak kebaikan saya selalu mendekati dengan cara yang saya inginkan kerukunan tapi kalau maling tidak usah diajak rukun kini prabowo memerintahkan aparat penegak hukum untuk bergerak,neutral,0.9363910555839539
18,Dukung Presiden dalam memberantas korupsi di Indonesia 🇲🇨 https://t.co/hzGD16PtsX,dukung presiden dalam memberantas korupsi di indonesia,neutral,0.9545173645019531
19,SELAGI PRABOWO YANG BERKUASA JADI PRESIDEN JANGAN HARAP SI JKW DIADILI ATAU DI TANGKAP. PRABOWO AJA BERTERIMA KASIH KOK SAMA JKW SUDAH MEMBANTU PRABOWO LOLOS JADI PRESIDEN . BAHKAN PRABOWO BERTERIAK MEMUJI .... HIDUP JKW. Ya jadi gelaplah ... #INDONESIAGELAP. https://t.co/1oZ65WCYLf,selagi prabowo yang berkuasa jadi presiden jangan harap si jkw diadili atau di tangkap prabowo aja berterima kasih kok sama jkw sudah membantu prabowo lolos jadi presiden bahkan prabowo berteriak memuji hidup jkw ya jadi gelaplah indonesiagelap,neutral,0.6658580303192139
20,Pesan dari rakyat untuk pejabat² @DPR_RI presiden @prabowo Yg penakut memerangi koruptor kakap. https://t.co/n8iLAtmopR,pesan dari rakyat untuk pejabat dpr ri presiden prabowo yang penakut memerangi koruptor kakap,neutral,0.8299737572669983
21,@Anak__Ogi Berat semua bisa diatur di Indonesia.. dan lucunya Presiden Prabowo Subianto teriak2 basmi korupsi lha dia sendiri dikelilingi orang2 yg harusnya dipenjara dan dimiskinkan hartanya.,anak ogi berat semua bisa diatur di indonesia dan lucunya presiden prabowo subianto teriak basmi korupsi lha dia sendiri dikelilingi orang yang harusnya dipenjara dan dimiskinkan hartanya,neutral,0.9849345684051514
22,omon omon mulu jangan2 kamu presiden boongan ya ndut ayo ngaku @prabowo,omon omon mulu jangan kamu presiden boongan ya ndut ayo ngaku prabowo,negative,0.9973098039627075
23,Presiden Prabowo Tegur Seskab Teddy Gegara Tak Undang Pak Jokowi Saat Peluncuran Bank Emas. Presiden Prabowo : Mungkin Besok Saya Mau Ketemu Pak Jokowi Minta Maaf . https://t.co/Uta0TlNTAL,presiden prabowo tegur seskab teddy gegara tak undang pak jokowi saat peluncuran bank emas presiden prabowo mungkin besok saya mau ketemu pak jokowi minta maaf,positive,0.5966152548789978
24,Saat pak @SBYudhoyono berpura-salah ucap itu sebuah pukulan buat pak @prabowo sekaligus hinaan buat si Mulyono yg doyan main presiden-presidenan https://t.co/faMLz17TKT,saat pak sbyudhoyono berpura salah ucap itu sebuah pukulan buat pak prabowo sekaligus hinaan buat si mulyono yang doyan main presiden presidenan,negative,0.9934832453727722
25,Presiden Prabowo Subianto mengaku bakal bertemu Presiden ke-7 Joko Widodo besok. Dalam pertemuan itu ia ingin meminta maaf lantaran banyak entitas yang sudah dicanangkan sejak era Jokowi namun diresmikan olehnya. &lt; #PrabowoSubianto #Jokowi https://t.co/Pt2SCUYSGJ,presiden prabowo subianto mengaku bakal bertemu presiden ke joko widodo besok dalam pertemuan itu ia ingin meminta maaf lantaran banyak entitas yang sudah dicanangkan sejak era jokowi namun diresmikan olehnya lt prabowosubianto jokowi,neutral,0.7933114767074585
26,Presiden Prabowo Subianto memastikan akan menindak tegas kasus dugaan korupsi pertamax oplosan di Pertamina. Oke kami akan bersihkan kami akan tegakkan. Kami akan membela kepentingan rakyat ujar Prabowo Rabu (26/2/2025). Saat ini Kejaksaan Agung telah menetapkan tujuh https://t.co/pyLsv9GpsO,presiden prabowo subianto memastikan akan menindak tegas kasus dugaan korupsi pertamax oplosan di pertamina oke kami akan bersihkan kami akan tegakkan kami akan membela kepentingan rakyat ujar prabowo rabu saat ini kejaksaan agung telah menetapkan tujuh,neutral,0.7316753268241882
27,Alhamdulillah dengan kebijakan arahan dan dukungan Bapak Presiden Jenderal TNI (Purn) H Prabowo Subianto hari ini untuk pertama kalinya Indonesia resmi memiliki Layanan Bank Emas melalui Pegadaian dan Bank Syariah Indonesia. Langkah strategis ini dijalankan dalam rangka https://t.co/IwGNpU15zn,alhamdulillah dengan kebijakan arahan dan dukungan bapak presiden jenderal tni purn prabowo subianto hari ini untuk pertama kalinya indonesia resmi memiliki layanan bank emas melalui pegadaian dan bank syariah indonesia langkah strategis ini dijalankan dalam rangka,negative,0.6024340391159058
28,Demonstrasi mahasiswa 'Indonesia Gelap' terus berlanjut di sejumlah daerah sampai Selasa (25/02). Di Makassar demo diwarnai penahanan peserta unjuk rasa. Apa reaksi Presiden Prabowo? https://t.co/krawRi8v2r,demonstrasi mahasiswa indonesia gelap terus berlanjut di sejumlah daerah sampai selasa di makassar demo diwarnai penahanan peserta unjuk rasa apa reaksi presiden prabowo,neutral,0.8247104287147522
29,Presiden Prabowo menyebut bank emas akan membuka 1 8 juta lapangan pekerjaan baru. https://t.co/UVSWILZfeO,presiden prabowo menyebut bank emas akan membuka juta lapangan pekerjaan baru,neutral,0.8513586521148682
30,Prabowo adalah Jokowi versi periode ketiga minta maaf terus ke Jokowi jadi jangan ngimpi Adili Jokowi selama Prabowo masih jadi Presiden https://t.co/GgQ4mhllZ7,prabowo adalah jokowi versi periode ketiga minta maaf terus ke jokowi jadi jangan ngimpi adili jokowi selama prabowo masih jadi presiden,neutral,0.7081893682479858
31,Semoga Presiden @prabowo sedang menggulung karpet merah yg selama ini disediakan oleh rezim kepada ybs. Tapi jangan sampai hanya ganti mafia baru.,semoga presiden prabowo sedang menggulung karpet merah yang selama ini disediakan oleh rezim kepada ybs tapi jangan sampai hanya ganti mafia baru,neutral,0.9938648343086243
32,Catatan penting dan refleksi mendalam Mas Dirman senior saya yang berintegritas dan tegak lurus pada kebenaran. Salah satu pelopor reformasi sektor energi yang terpental oleh tembok kuat mafia pada waktu itu. Saya punya harapan yang sama. Semoga Presiden Prabowo punya,catatan penting dan refleksi mendalam mas dirman senior saya yang berintegritas dan tegak lurus pada kebenaran salah satu pelopor reformasi sektor energi yang terpental oleh tembok kuat mafia pada waktu itu saya punya harapan yang sama semoga presiden prabowo punya,neutral,0.992250382900238
33,PRESIDEN PRABOWO SEDANG MENGGULUNG KARPET MERAH MAFIA MIGAS ATAU GANTI MAFIA ? Penangkapan Muhammad Kerry Andriantono Riza (MKAR) putra Mohammad Riza Chalid (MRC) oleh Kejaksaan Agung terkait dengan supply bahan baku dan BBM ke Pertamina menjadi tanda yang baik dalam,presiden prabowo sedang menggulung karpet merah mafia migas atau ganti mafia penangkapan muhammad kerry andriantono riza mkar putra mohammad riza chalid mrc oleh kejaksaan agung terkait dengan supply bahan baku dan bbm ke pertamina menjadi tanda yang baik dalam,neutral,0.9925615191459656
34,@anfasakazama @andikamalreza Semua yg ketangkep kpk itu semua wkt jokowi ngejabat bego aja nyalahin anies.. apes aja prabowo nya.. Brrti selama ini jokowi jd presiden sampe timah emas minyak semua ga diaudit pdhl dia presiden mkny jgn kbnykn pelanga pelongo noh kekayaan alam lu dikeruk,anfasakazama andikamalreza semua yang ketangkep kpk itu semua wkt jokowi ngejabat bego aja nyalahin anies apes aja prabowo nya brrti selama ini jokowi jd presiden sampe timah emas minyak semua tidak diaudit pdhl dia presiden mkny jgn kbnykn pelanga pelongo noh kekayaan alam lu dikeruk,neutral,0.787887692451477
35,Klo sdh begini @msaid_didu mendadak jadi cacing. Presiden Prabowo memerintahkan Menko AHY utk membangun Giant Sea Wall utk selamatkan pesisir Pantai Utara Jawa dari abrasi. Tembok panjang dari Banten hingga Gresik akan segera dibangun tanpa ditunda lagi. Ini bukan sekedar https://t.co/cQHrzC48zu,klo sdh begini msaid didu mendadak jadi cacing presiden prabowo memerintahkan menko ahy untuk membangun giant sea wall untuk selamatkan pesisir pantai utara jawa dari abrasi tembok panjang dari banten hingga gresik akan segera dibangun tanpa ditunda lagi ini bukan sekedar,neutral,0.5258669853210449
36,Presiden @prabowo pidato akan mengahapus korupsi. Mengejar koruptor sampai ke Antartika ke padang pasir yang jauh. Tuh para koruptor di antara anda lo pak dijamu pula pakek Danantara https://t.co/jiGAsKDMQz,presiden prabowo pidato akan mengahapus korupsi mengejar koruptor sampai ke antartika ke padang pasir yang jauh tuh para koruptor di antara anda lo pak dijamu pula pakek danantara,neutral,0.9607378840446472
37,Memang harusnya begini cara politik dimainkan terlalu serius juga ngga asik terlalu santai juga sama ngga asiknya. Yang penting pesan Bpk Presiden Prabowo sangat jelas bahwa bangsa Indonesia harus bersatu dan bersama-sama dalam membangun bangsa ini. Jangan suka ngambek https://t.co/IiGdjdvdB4,memang harusnya begini cara politik dimainkan terlalu serius juga ngga asik terlalu santai juga sama ngga asiknya yang penting pesan bpk presiden prabowo sangat jelas bahwa bangsa indonesia harus bersatu dan bersama sama dalam membangun bangsa ini jangan suka ngambek,negative,0.69237220287323
38,Presiden Prabowo Subianto resmi meluncurkan bullion bank atau bank emas pertama di Indonesia Rabu (26/2/2025) di Jakarta. Dalam kesempatan itu ia turut berterima kasih kepada Presiden ke-6 RI yakni Joko Widodo. Selengkapnya. ⤵️ https://t.co/fcWJ1NUBmf,presiden prabowo subianto resmi meluncurkan bullion bank atau bank emas pertama di indonesia rabu di jakarta dalam kesempatan itu ia turut berterima kasih kepada presiden ke ri yakni joko widodo selengkapnya,positive,0.4205798804759979
39,@tanyarlfes Bisa baca berita atau tidak kasus ini dari tahun 2018 sampai 2023 di proses di kejaksaan agung tahun 2025 ini setelah pak Prabowo menjadi Presiden. Jadi selama masa presiden sebelumnya tidak tersentuh hukum. Nyiyir boleh tapi biasakan membaca sampai selesai.,tanyarlfes bisa baca berita atau tidak kasus ini dari tahun sampai di proses di kejaksaan agung tahun ini setelah pak prabowo menjadi presiden jadi selama masa presiden sebelumnya tidak tersentuh hukum nyiyir boleh tapi biasakan membaca sampai selesai,negative,0.9318806529045105
40,Sebagai pihak yang mengikuti dan ikut banyak proses terkait mafia Migas selama 20 thn saya berharap Presiden Prabowo saat ini sedang menggulung karpet merah yg selama ini disediakan oleh rezim sebelumnya kepada mafia migas yg sedang ditangkap. Kita tunggu langkah selanjutnya.,sebagai pihak yang mengikuti dan ikut banyak proses terkait mafia migas selama thn saya berharap presiden prabowo saat ini sedang menggulung karpet merah yang selama ini disediakan oleh rezim sebelumnya kepada mafia migas yang sedang ditangkap kita tunggu langkah selanjutnya,positive,0.9798914790153503
41,Baru be'bp hari yg lalu Presiden Prabowo mengatakan Mantan PM Malaysia Dr. Mahathir Mohamad usianya hampir 100 tahun &amp; msh memimpin Partai. Hari ini ada di Solo mengunjungi Bapak @jokowi Persahabatan yang terjalin sangat baik walaupun sudah tidak sama2 menjadi Pemimpin Negara https://t.co/9iVGVcKUR9,baru be bp hari yang lalu presiden prabowo mengatakan mantan pm malaysia dr mahathir mohamad usianya hampir tahun msh memimpin partai hari ini ada di solo mengunjungi bapak jokowi persahabatan yang terjalin sangat baik walaupun sudah tidak sama menjadi pemimpin negara,neutral,0.9952226281166077
42,@tempodotco AKSI YG TERJADI AKHIR2 INI ADALAH KOREKSI TERHADAP BPK PRESIDEN @prabowo TAPI APAKAH ANDA TANGGAPI ???? KOREKSI SAYA NDASMU‼️ https://t.co/1zvbdq0ycl,tempodotco aksi yang terjadi akhir ini adalah koreksi terhadap bpk presiden prabowo tapi apakah anda tanggapi koreksi saya ndasmu,negative,0.9869678616523743
43,@tanyarlfes Menurut gue bagus kebijakannya bukan berarti gue ngebela pemerintahan sekarang tp coba kalian pikir deh ada banyak yang ga suka dan takut kalo Pak Prabowo naik jadi Presiden RI karena hal seperti ini akan terbongkar satu per satu. Pak Prabowo memiliki background militer ,tanyarlfes menurut gue bagus kebijakannya bukan berarti gue ngebela pemerintahan sekarang tp coba kalian pikir deh ada banyak yang tidak suka dan takut kalo pak prabowo naik jadi presiden ri karena hal seperti ini akan terbongkar satu per satu pak prabowo memiliki background militer,neutral,0.9918055534362793
44, Bahan gorengan nih mumpung anget... mumpung anget...!!! Tercipta momen menarik dalam Kongres Partai Demokrat Presiden Prabowo Subianto saling hormat hingga salam gaya tos dgn Ndan Korea Bambang Pacul / Ketua DPP PDIP Bambang Wuryanto. https://t.co/DywWAQ2gMp https://t.co/RFgCgx2maV,bahan gorengan nih mumpung anget mumpung anget tercipta momen menarik dalam kongres partai demokrat presiden prabowo subianto saling hormat hingga salam gaya tos dengan ndan korea bambang pacul ketua dpp pdip bambang wuryanto,positive,0.6024105548858643
45,Di era Presiden @prabowo Koruptor BABAK BELUR Kejaksaan Agung tangkap Dirut PT Pertamina Patra Niaga Riva Siahaan tersangka korupsi tata kelola minyak mentah di PT Pertamina 2018-2023 bersama 6 orang lainnya Kerugian negara Rp193 7 T Wait n see koruptor2 lainnya setelah ini... https://t.co/0nKuMRJZK8,di era presiden prabowo koruptor babak belur kejaksaan agung tangkap dirut pt pertamina patra niaga riva siahaan tersangka korupsi tata kelola minyak mentah di pt pertamina bersama orang lainnya kerugian negara rp wait see koruptor lainnya setelah ini,neutral,0.9576756954193115
46,@tanyarlfes Nggak ngebelain pak prabowo ya Tapi koruptor ini mulainya mah udh dari sebelum beliau menjabat jadi presiden. Cuma keciduknya pas era beliau Mari doakan hukuman buat koruptor yang tertangkap ini bener-bener tanpa ampun.,tanyarlfes tidak ngebelain pak prabowo ya tapi koruptor ini mulainya mah udh dari sebelum beliau menjabat jadi presiden cuma keciduknya pas era beliau mari doakan hukuman buat koruptor yang tertangkap ini bener bener tanpa ampun,neutral,0.9917593598365784
47,Presiden Prabowo Subianto menyinggung aksi protes Indonesia Gelap saat berpidato di acara penutupan Kongres Demokrat di Jakarta Selasa (25/2/2025) Indonesia akan berhasil jadi negara makmur dan yang akan nikmati adalah kalian saudara-saudara yang muda-muda. Yang melihat https://t.co/uc2ylLpu3L,presiden prabowo subianto menyinggung aksi protes indonesia gelap saat berpidato di acara penutupan kongres demokrat di jakarta selasa indonesia akan berhasil jadi negara makmur dan yang akan nikmati adalah kalian saudara saudara yang muda muda yang melihat,neutral,0.855536162853241
48,Presiden Prabowo Klaim Soekarno Dukung Pembentukan Danantara https://t.co/GyYFo0HHhB,presiden prabowo klaim soekarno dukung pembentukan danantara,neutral,0.6478493809700012
49,Dalam hitungan menit Bank emas diresmikan Presiden @prabowo Babak baru dimulai Cadangan emas Indonesia peringkat ke 6 dunia +- 2.600 metrik ton setelah china Tidak semua negara memiliki Bank emas Apapun dilakukan pemerintah menggali potensi dlm negeri demi kemakmuran rakyat https://t.co/kgldHAchr1,dalam hitungan menit bank emas diresmikan presiden prabowo babak baru dimulai cadangan emas indonesia peringkat ke dunia metrik ton setelah china tidak semua negara memiliki bank emas apapun dilakukan pemerintah menggali potensi dlm negeri demi kemakmuran rakyat,positive,0.9153284430503845
50,. . HUKUM MATI DAN MISKINKAN PENJAHAT-PENJAHAT PERTAMAX BANGSAT INI !!! SAHKAN RUU PERAMPASAN ASET DAN RUU HUKUMAN MATI KORUPTOR !!! UDAH GA BISA DIKASIH AMPUN KORUPTOR DI NEGARA INI !!! JANGAN DIEM AJA WOYYY PRESIDEN @PRABOWO !!! . . https://t.co/BMaGabwnVT,hukum mati dan miskinkan penjahat penjahat pertamax bangsat ini sahkan ruu perampasan aset dan ruu hukuman mati koruptor udah tidak bisa dikasih ampun koruptor di negara ini jangan diem aja woyyy presiden prabowo,neutral,0.9938858151435852
51,Prabowo: Kalau Mau Jadi Presiden Jangan Tinggal di Menteng https://t.co/w0n36pZZzk,prabowo kalau mau jadi presiden jangan tinggal di menteng,negative,0.9689948558807373
52,@realfedinuril @psi_id @prabowo @Uki23 Bandingkan RG dengan Prabowo aja kocak banget. RG kan orang sipil gak kerja di pemerintahan siapa yang harus mendengar dia? Gak ada! Lah Prabowo? Seorang presiden seorang kepala negara ya masa rakyat gak harus dengerin dia? ,realfedinuril psi id prabowo uki bandingkan rg dengan prabowo aja kocak banget rg kan orang sipil tidak kerja di pemerintahan siapa yang harus mendengar dia tidak ada lah prabowo seorang presiden seorang kepala negara ya masa rakyat tidak harus dengerin dia,negative,0.8136028051376343
53,Presiden Prabowo mengaku tak akan maju pada Pilpres 2029 jika kinerjanya hingga tahun keempat masa jabatannya dinilai buruk. Apabila hal itu terjadi ia pun bilang merasa malu dengan rakyat Indonesia. Gimana pendapatnya warga Asumsi? https://t.co/NT4Yrdtpxr,presiden prabowo mengaku tak akan maju pada pilpres jika kinerjanya hingga tahun keempat masa jabatannya dinilai buruk apabila hal itu terjadi ia pun bilang merasa malu dengan rakyat indonesia gimana pendapatnya warga asumsi,negative,0.6316195726394653
54,Penutupan Kongres VI Partai Demokrat yang dihadiri langsung oleh Presiden Republik Indonesia Bapak @prabowo. Terima kasih atas kehadiran Wakil Presiden @gibran_tweet Pimpinan Lembaga Tinggi Negara Ketua-Ketua Umum Partai Politik atau yang mewakili Para Menteri Koordinator https://t.co/8c17g9HWx8,penutupan kongres vi partai demokrat yang dihadiri langsung oleh presiden republik indonesia bapak prabowo terima kasih atas kehadiran wakil presiden gibran tweet pimpinan lembaga tinggi negara ketua ketua umum partai politik atau yang mewakili para menteri koordinator,neutral,0.989421010017395
55,Masih ingat waktu presiden @prabowo diolok2 dgn sebutan Prabocor Macan jadi meong Boneka @jokowi Dan yang terbaru yang menyakitkan pendukungnya beliau dikata2in an**** oleh mahasiswi yang gak tau gimana cara orang tuanya mendidiknya. Apakah semua itu membuat beliau https://t.co/HTsK4aa11v,masih ingat waktu presiden prabowo diolok dengan sebutan prabocor macan jadi meong boneka jokowi dan yang terbaru yang menyakitkan pendukungnya beliau dikata in an oleh mahasiswi yang tidak tau gimana cara orang tuanya mendidiknya apakah semua itu membuat beliau,neutral,0.5383901000022888
56,SobaTani Mentan @Amran_Sulaiman1 bersama Wamentan @SudaryonoSudar turun langsung di Magelang memastikan Operasi Pasar Pangan Murah berjalan lancar. Langkah ini sejalan dengan arahan Presiden @prabowo agar masyarakat dapat menyambut Ramadan tanpa khawatir lonjakan harga pangan. https://t.co/ElGmbplHMn,sobatani mentan amran sulaiman bersama wamentan sudaryonosudar turun langsung di magelang memastikan operasi pasar pangan murah berjalan lancar langkah ini sejalan dengan arahan presiden prabowo agar masyarakat dapat menyambut ramadan tanpa khawatir lonjakan harga pangan,neutral,0.9641278982162476
57, baru 4 bulan prabowo menjabat presiden tapi hampir tiap hari selalu aja ada gebrakan ulah para pejabat. ini baru 4 bulan loh kita udah diacak acakin. bayangin 5 tahun lagi kayak apa negara kita nanti? https://t.co/4SYcmbBIGN,baru bulan prabowo menjabat presiden tapi hampir tiap hari selalu aja ada gebrakan ulah para pejabat ini baru bulan loh kita udah diacak acakin bayangin tahun lagi kayak apa negara kita nanti,neutral,0.617190957069397
58,Presiden Prabowo Subianto meminta untuk mengoreksinya jika ada tanda-tanda bahwa dirinya tidak setia kepada rakyat Indonesia. https://t.co/Q7s35wRiW7,presiden prabowo subianto meminta untuk mengoreksinya jika ada tanda tanda bahwa dirinya tidak setia kepada rakyat indonesia,positive,0.6897004246711731
59,SBY: Pak Jokowi Sudah Pensiun Sudah Ada Presiden Baru Namanya Prabowo Subianto https://t.co/NJUmB7HH3x lewat @Keuangan News,sby pak jokowi sudah pensiun sudah ada presiden baru namanya prabowo subianto lewat keuangan news,neutral,0.4961578845977783
60,Pemborosan Baru Proyek Nusantara Presiden Prabowo Subianto meminta gedung lembaga legislatif dan yudikatif di Ibu Kota Nusantara (IKN) didesain ulang. #TempoHarian #TempoPlus https://t.co/Pw0dSgvmmB,pemborosan baru proyek nusantara presiden prabowo subianto meminta gedung lembaga legislatif dan yudikatif di ibu kota nusantara ikn didesain ulang tempoharian tempoplus,neutral,0.968458890914917
61,Presiden Prabowo Bertanya: Yang Melihat Indonesia Gelap Itu Siapa? https://t.co/PIes6bUSuY,presiden prabowo bertanya yang melihat indonesia gelap itu siapa,negative,0.9545717835426331
