Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
466,"1,89509E+18",Thu Feb 27 12:48:49 +0000 2025,175.0,Presiden Prabowo Subianto dan Gubernur Aceh Muzakir Manaf Saling Hormat di Akmil Megelang https://t.co/vM9rj6LfpH,"1,89509E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895093677246078977/pu/img/kuHVpGR2zzb8-LEb.jpg,,in,,3.0,14.0,32.0,https://x.com/Ndons_Back/status/1895093732971868324,"1,28995E+18",Ndons_Back,netral
467,"1,89508E+18",Thu Feb 27 12:06:53 +0000 2025,162.0,Mantan Menko Polhukam Mahfud MD menilai keberanian Kejaksaan Agung dalam membongkar kasus korupsi tata kelola minyak di Pertamina tidak terlepas dari restu Presiden Prabowo Subianto. &lt; #Kejagung #KorupsiPertamina #MahfudMD https://t.co/HjSJoD4llJ,"1,89508E+18",,,in,Jakarta,13.0,38.0,33.0,https://x.com/kompascom/status/1895083180874703175,23343960,kompascom,netral
468,"1,89508E+18",Thu Feb 27 12:06:53 +0000 2025,326.0,Keren pak @jokowi akan datang ke Parade Senja retret kepala daerah di Magelang atas undangan bpak presiden @prabowo Para pembenci dan bani lobet kejeng2 lagi https://t.co/YBpnsHFlxJ,"1,89508E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895083142060400640/pu/img/ec_Vyk-QQqG3BXvn.jpg,,in,"Osaka-shi Kita-ku, Osaka",4.0,63.0,32.0,https://x.com/xquitavee/status/1895083179956150509,"1,60441E+18",xquitavee,positif
469,"1,89508E+18",Thu Feb 27 11:36:01 +0000 2025,341.0,Presiden RI Prabowo Subianto tiba di venue retreat kepala daerah di Akmil Magelang Jawa Tengah bersama Presiden ke-6 Susilo Bambang Yudhoyono dan Presiden ke-7 Joko Widodo. Ketiganya kompak mengenakan seragam komcad. Prabowo Bersama SBY dan Jokowi kemudian mengikuti parade https://t.co/4HV17zOYQX,"1,89508E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895075278545920002/pu/img/5Lq1-WIs6sQe9Jbd.jpg,,in,Jakarta,79.0,195.0,77.0,https://x.com/kompascom/status/1895075411677323632,23343960,kompascom,netral
470,"1,89506E+18",Thu Feb 27 10:35:59 +0000 2025,100.0,Parade Senja di hadiri presiden Prabowo presiden ke 7 dan 6 . Presiden 2 periode di pilih langsung oleh rakyat.banyak prestasi.tokoh Bangsa yg negarawan yg lebih mementingkan kepentingan rakyat bangsa dan negara.daripada kepentingan partai. 🇮🇩 https://t.co/gP4dfNl62E,"1,89506E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895060187700174850/pu/img/uYpQhhyV9J9T9u5a.jpg,,in,Barutikung Jateng ,2.0,15.0,16.0,https://x.com/SigitWasito8/status/1895060304922583320,"1,6283E+18",SigitWasito8,positif
471,"1,89506E+18",Thu Feb 27 10:23:13 +0000 2025,76.0,Warga Pesisir Utara Tangerang bisa tenang sekarang. Presiden Prabowo segera perintahkan utk mempercepat pembangunan Giant Sea Wall utk melindungi Pesisir Jawa dari abrasi yg ekstrim. Pak Prabowo tdk akan membiarkan abrasi trs menggerus tanah yg menjadi sumber penghidupan rakyat https://t.co/8xewnj67C3,"1,89506E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895057012649517056/pu/img/E9vz__FLFwIwrMzq.jpg,,in,"DKI Jakarta, Indonesia",4.0,48.0,30.0,https://x.com/Franken_blues/status/1895057090005323969,"1,30124E+18",Franken_blues,positif
472,"1,89506E+18",Thu Feb 27 10:22:58 +0000 2025,85.0,PARADE SENJA Akan Dihadiri Oleh Presiden Prabowo Presiden Ke 7 Pak Jkw Presiden Ke 6 Pak Sby &amp; Presiden Ke 5 Ibu Megawati https://t.co/pZxV0Xn64m,"1,89506E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895056820407820289/pu/img/_Ekn8AqibguHS4tg.jpg,,in,"DKI Jakarta, Indonesia",2.0,11.0,16.0,https://x.com/RomeoWalker19/status/1895057027241779460,"1,52039E+18",RomeoWalker19,netral
473,"1,89504E+18",Thu Feb 27 09:17:33 +0000 2025,285.0,Presiden Prabowo Subianto mengatakan maling tidak perlu diajak rukun. Saya selalu mengajak kebaikan saya selalu mendekati dengan cara yang saya inginkan kerukunan. Tapi kalau maling nggak usah diajak rukun kini Prabowo memerintahkan aparat penegak hukum untuk bergerak. https://t.co/5UtUj6kMnS,"1,89504E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895040501960564736/pu/img/pfgbXsxKuHw4aXDR.jpg,,in,,24.0,291.0,80.0,https://x.com/Ndons_Back/status/1895040564866978210,"1,28995E+18",Ndons_Back,negatif
474,"1,89504E+18",Thu Feb 27 09:07:46 +0000 2025,108.0,Dukung Presiden dalam memberantas korupsi di Indonesia 🇲🇨 https://t.co/hzGD16PtsX,"1,89504E+18",https://pbs.twimg.com/ext_tw_video_thumb/1895038034229260288/pu/img/KMUq5ngnr1yK1ESC.jpg,,in,,7.0,39.0,54.0,https://x.com/prabowogibran2/status/1895038101992677602,"1,72394E+18",prabowogibran2,positif
475,"1,89479E+18",Wed Feb 26 16:24:01 +0000 2025,61.0,SELAGI PRABOWO YANG BERKUASA JADI PRESIDEN JANGAN HARAP SI JKW DIADILI ATAU DI TANGKAP. PRABOWO AJA BERTERIMA KASIH KOK SAMA JKW SUDAH MEMBANTU PRABOWO LOLOS JADI PRESIDEN . BAHKAN PRABOWO BERTERIAK MEMUJI .... HIDUP JKW. Ya jadi gelaplah ... #INDONESIAGELAP. https://t.co/1oZ65WCYLf,"1,89479E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894783935420198917/pu/img/t-dPoZGI9fK0f-ft.jpg,,in,"Jabodetabek, Indonesia",1.0,5.0,36.0,https://x.com/Andria75777/status/1894785502580285788,"1,66723E+18",Andria75777,negatif
476,"1,89477E+18",Wed Feb 26 15:26:59 +0000 2025,1027.0,Pesan dari rakyat untuk pejabat² @DPR_RI presiden @prabowo Yg penakut memerangi koruptor kakap. https://t.co/n8iLAtmopR,"1,89477E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894771083766616064/pu/img/Lnr17BTFyONWtxxT.jpg,,in,,10.0,50.0,473.0,https://x.com/H4T14K4LN4L42/status/1894771146085879836,"1,12967E+18",H4T14K4LN4L42,negatif
477,"1,89472E+18",Wed Feb 26 15:20:10 +0000 2025,156.0,@Anak__Ogi Berat semua bisa diatur di Indonesia.. dan lucunya Presiden Prabowo Subianto teriak2 basmi korupsi lha dia sendiri dikelilingi orang2 yg harusnya dipenjara dan dimiskinkan hartanya.,"1,89477E+18",,Anak__Ogi,in,"DKI Jakarta, Indonesia",1.0,7.0,18.0,https://x.com/KonradKun/status/1894769433752834455,"1,23089E+18",KonradKun,negatif
478,"1,89476E+18",Wed Feb 26 14:54:31 +0000 2025,67.0,omon omon mulu jangan2 kamu presiden boongan ya ndut ayo ngaku @prabowo,"1,89476E+18",,,in,kwangya,0.0,0.0,25.0,https://x.com/bitxt/status/1894762979306176641,"7,86517E+17",bitxt,negatif
479,"1,89474E+18",Wed Feb 26 13:26:18 +0000 2025,739.0,Presiden Prabowo Tegur Seskab Teddy Gegara Tak Undang Pak Jokowi Saat Peluncuran Bank Emas. Presiden Prabowo : Mungkin Besok Saya Mau Ketemu Pak Jokowi Minta Maaf . https://t.co/Uta0TlNTAL,"1,89474E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894739784624742400/pu/img/QkAHnkdG3qYz6NHL.jpg,,in,,65.0,355.0,134.0,https://x.com/tham878/status/1894740776850219391,"1,7591E+18",tham878,netral
480,"1,89474E+18",Wed Feb 26 13:26:12 +0000 2025,68.0,Saat pak @SBYudhoyono berpura-salah ucap itu sebuah pukulan buat pak @prabowo sekaligus hinaan buat si Mulyono yg doyan main presiden-presidenan https://t.co/faMLz17TKT,"1,89474E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894740603902038016/pu/img/RWXcmfiMrW2wwAVh.jpg,,in,"DKI Jakarta, Indonesia",2.0,6.0,35.0,https://x.com/BradHarizz/status/1894740750082170932,"1,4112E+18",BradHarizz,negatif
481,"1,89474E+18",Wed Feb 26 13:21:15 +0000 2025,57.0,Presiden Prabowo Subianto mengaku bakal bertemu Presiden ke-7 Joko Widodo besok. Dalam pertemuan itu ia ingin meminta maaf lantaran banyak entitas yang sudah dicanangkan sejak era Jokowi namun diresmikan olehnya. &lt; #PrabowoSubianto #Jokowi https://t.co/Pt2SCUYSGJ,"1,89474E+18",,,in,Jakarta,33.0,158.0,15.0,https://x.com/kompascom/status/1894739506412294186,23343960,kompascom,netral
482,"1,89473E+18",Wed Feb 26 13:01:41 +0000 2025,606.0,Presiden Prabowo Subianto memastikan akan menindak tegas kasus dugaan korupsi pertamax oplosan di Pertamina. Oke kami akan bersihkan kami akan tegakkan. Kami akan membela kepentingan rakyat ujar Prabowo Rabu (26/2/2025). Saat ini Kejaksaan Agung telah menetapkan tujuh https://t.co/pyLsv9GpsO,"1,89473E+18",https://pbs.twimg.com/media/GktzAPAbUAASqlA.jpg,,in,Jakarta,76.0,600.0,182.0,https://x.com/kompascom/status/1894734583645815105,23343960,kompascom,positif
483,"1,89473E+18",Wed Feb 26 12:55:07 +0000 2025,245.0,Alhamdulillah dengan kebijakan arahan dan dukungan Bapak Presiden Jenderal TNI (Purn) H Prabowo Subianto hari ini untuk pertama kalinya Indonesia resmi memiliki Layanan Bank Emas melalui Pegadaian dan Bank Syariah Indonesia. Langkah strategis ini dijalankan dalam rangka https://t.co/IwGNpU15zn,"1,89473E+18",https://pbs.twimg.com/media/GktxjAda0AArI83.jpg,,in,Indonesia,30.0,323.0,29.0,https://x.com/erickthohir/status/1894732928548286834,43088704,erickthohir,positif
484,"1,89473E+18",Wed Feb 26 12:35:44 +0000 2025,476.0,Demonstrasi mahasiswa 'Indonesia Gelap' terus berlanjut di sejumlah daerah sampai Selasa (25/02). Di Makassar demo diwarnai penahanan peserta unjuk rasa. Apa reaksi Presiden Prabowo? https://t.co/krawRi8v2r,"1,89473E+18",,,in,London - Jakarta,4.0,8.0,142.0,https://x.com/BBCIndonesia/status/1894728052787011769,23772644,BBCIndonesia,negatif
485,"1,89473E+18",Wed Feb 26 12:35:00 +0000 2025,272.0,Presiden Prabowo menyebut bank emas akan membuka 1 8 juta lapangan pekerjaan baru. https://t.co/UVSWILZfeO,"1,89473E+18",,,in,,61.0,435.0,48.0,https://x.com/detikcom/status/1894727866694479903,69183155,detikcom,netral
486,"1,89471E+18",Wed Feb 26 11:38:20 +0000 2025,2859.0,Prabowo adalah Jokowi versi periode ketiga minta maaf terus ke Jokowi jadi jangan ngimpi Adili Jokowi selama Prabowo masih jadi Presiden https://t.co/GgQ4mhllZ7,"1,89471E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894713446513713152/pu/img/nXCjAMj7MTeYXPxV.jpg,,in,,76.0,444.0,1095.0,https://x.com/CakKhum/status/1894713605691707417,"1,11254E+18",CakKhum,negatif
487,"1,89471E+18",Wed Feb 26 11:13:03 +0000 2025,144.0,Semoga Presiden @prabowo sedang menggulung karpet merah yg selama ini disediakan oleh rezim kepada ybs. Tapi jangan sampai hanya ganti mafia baru.,"1,89471E+18",,,in,,1.0,18.0,55.0,https://x.com/msaid_didu/status/1894707242865406344,"1,11799E+18",msaid_didu,negatif
488,"1,8947E+18",Wed Feb 26 11:02:55 +0000 2025,223.0,Catatan penting dan refleksi mendalam Mas Dirman senior saya yang berintegritas dan tegak lurus pada kebenaran. Salah satu pelopor reformasi sektor energi yang terpental oleh tembok kuat mafia pada waktu itu. Saya punya harapan yang sama. Semoga Presiden Prabowo punya,"1,8947E+18",,,in,Jakarta Indonesia,5.0,24.0,52.0,https://x.com/prastow/status/1894704694456631307,88581196,prastow,positif
489,"1,8947E+18",Wed Feb 26 10:56:56 +0000 2025,3013.0,PRESIDEN PRABOWO SEDANG MENGGULUNG KARPET MERAH MAFIA MIGAS ATAU GANTI MAFIA ? Penangkapan Muhammad Kerry Andriantono Riza (MKAR) putra Mohammad Riza Chalid (MRC) oleh Kejaksaan Agung terkait dengan supply bahan baku dan BBM ke Pertamina menjadi tanda yang baik dalam,"1,8947E+18",,,in,,51.0,286.0,1037.0,https://x.com/msaid_didu/status/1894703188097614321,"1,11799E+18",msaid_didu,positif
490,"1,89467E+18",Wed Feb 26 10:51:14 +0000 2025,1160.0,@anfasakazama @andikamalreza Semua yg ketangkep kpk itu semua wkt jokowi ngejabat bego aja nyalahin anies.. apes aja prabowo nya.. Brrti selama ini jokowi jd presiden sampe timah emas minyak semua ga diaudit pdhl dia presiden mkny jgn kbnykn pelanga pelongo noh kekayaan alam lu dikeruk,"1,8947E+18",,anfasakazama,in,,4.0,6.0,85.0,https://x.com/faaaaafaaay/status/1894701754874581018,"1,19642E+18",faaaaafaaay,negatif
491,"1,8947E+18",Wed Feb 26 10:49:34 +0000 2025,243.0,Klo sdh begini @msaid_didu mendadak jadi cacing. Presiden Prabowo memerintahkan Menko AHY utk membangun Giant Sea Wall utk selamatkan pesisir Pantai Utara Jawa dari abrasi. Tembok panjang dari Banten hingga Gresik akan segera dibangun tanpa ditunda lagi. Ini bukan sekedar https://t.co/cQHrzC48zu,"1,8947E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894701290070118400/pu/img/iQrCyNrR54RAKm5v.jpg,,in,"DKI Jakarta, Indonesia",11.0,124.0,62.0,https://x.com/Franken_blues/status/1894701333292478521,"1,30124E+18",Franken_blues,positif
492,"1,89468E+18",Wed Feb 26 09:31:18 +0000 2025,688.0,Presiden @prabowo pidato akan mengahapus korupsi. Mengejar koruptor sampai ke Antartika ke padang pasir yang jauh. Tuh para koruptor di antara anda lo pak dijamu pula pakek Danantara https://t.co/jiGAsKDMQz,"1,89468E+18",https://pbs.twimg.com/amplify_video_thumb/1894681543400095744/img/8Zk6GN1-9tK35SDz.jpg,,in,"Jakarta, Indonesia",9.0,31.0,301.0,https://x.com/MariaAlkaff_/status/1894681637050573135,77654478,MariaAlkaff_,negatif
493,"1,89468E+18",Wed Feb 26 09:27:13 +0000 2025,277.0,Memang harusnya begini cara politik dimainkan terlalu serius juga ngga asik terlalu santai juga sama ngga asiknya. Yang penting pesan Bpk Presiden Prabowo sangat jelas bahwa bangsa Indonesia harus bersatu dan bersama-sama dalam membangun bangsa ini. Jangan suka ngambek https://t.co/IiGdjdvdB4,"1,89468E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894680543125463040/pu/img/QiNRMc1An2bV3wzj.jpg,,in,"Denpasar Selatan, Indonesia",18.0,113.0,68.0,https://x.com/DedynurPalakka/status/1894680610142302563,"1,00355E+18",DedynurPalakka,positif
494,"1,89468E+18",Wed Feb 26 09:05:02 +0000 2025,177.0,Presiden Prabowo Subianto resmi meluncurkan bullion bank atau bank emas pertama di Indonesia Rabu (26/2/2025) di Jakarta. Dalam kesempatan itu ia turut berterima kasih kepada Presiden ke-6 RI yakni Joko Widodo. Selengkapnya. ⤵️ https://t.co/fcWJ1NUBmf,"1,89468E+18",https://pbs.twimg.com/media/Gks84-SaEAAgW-v.jpg,,in,Jakarta Capital Region,48.0,68.0,22.0,https://x.com/asumsico/status/1894675025376211372,"8,29367E+17",asumsico,netral
495,"1,89455E+18",Wed Feb 26 08:15:02 +0000 2025,217.0,@tanyarlfes Bisa baca berita atau tidak kasus ini dari tahun 2018 sampai 2023 di proses di kejaksaan agung tahun 2025 ini setelah pak Prabowo menjadi Presiden. Jadi selama masa presiden sebelumnya tidak tersentuh hukum. Nyiyir boleh tapi biasakan membaca sampai selesai.,"1,89466E+18",,tanyarlfes,in,,0.0,3.0,13.0,https://x.com/teguhpositif/status/1894662444318154775,1146640944,teguhpositif,negatif
496,"1,89466E+18",Wed Feb 26 08:04:59 +0000 2025,371.0,Sebagai pihak yang mengikuti dan ikut banyak proses terkait mafia Migas selama 20 thn saya berharap Presiden Prabowo saat ini sedang menggulung karpet merah yg selama ini disediakan oleh rezim sebelumnya kepada mafia migas yg sedang ditangkap. Kita tunggu langkah selanjutnya.,"1,89466E+18",,,in,,0.0,31.0,179.0,https://x.com/msaid_didu/status/1894659914037170634,"1,11799E+18",msaid_didu,positif
497,"1,89465E+18",Wed Feb 26 07:35:20 +0000 2025,438.0,Baru be'bp hari yg lalu Presiden Prabowo mengatakan Mantan PM Malaysia Dr. Mahathir Mohamad usianya hampir 100 tahun &amp; msh memimpin Partai. Hari ini ada di Solo mengunjungi Bapak @jokowi Persahabatan yang terjalin sangat baik walaupun sudah tidak sama2 menjadi Pemimpin Negara https://t.co/9iVGVcKUR9,"1,89465E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894652403091169280/pu/img/PSheziBYmDOOLIxp.jpg,,in, Nusa Dewata  🇮🇩♥️🇮🇩,4.0,35.0,84.0,https://x.com/Luke_Paath/status/1894652451510522224,980530729,Luke_Paath,positif
498,"1,8946E+18",Wed Feb 26 06:47:01 +0000 2025,134.0,@tempodotco AKSI YG TERJADI AKHIR2 INI ADALAH KOREKSI TERHADAP BPK PRESIDEN @prabowo TAPI APAKAH ANDA TANGGAPI ???? KOREKSI SAYA NDASMU‼️ https://t.co/1zvbdq0ycl,"1,89464E+18",,tempodotco,in,,0.0,1.0,22.0,https://x.com/supriyanto45086/status/1894640292751708598,"1,69076E+18",supriyanto45086,negatif
499,"1,89455E+18",Wed Feb 26 06:33:06 +0000 2025,206.0,@tanyarlfes Menurut gue bagus kebijakannya bukan berarti gue ngebela pemerintahan sekarang tp coba kalian pikir deh ada banyak yang ga suka dan takut kalo Pak Prabowo naik jadi Presiden RI karena hal seperti ini akan terbongkar satu per satu. Pak Prabowo memiliki background militer ,"1,89464E+18",,tanyarlfes,in,Web3,0.0,5.0,22.0,https://x.com/artnesh/status/1894636793993335145,"1,20544E+18",artnesh,positif
500,"1,89464E+18",Wed Feb 26 06:32:37 +0000 2025,46.0, Bahan gorengan nih mumpung anget... mumpung anget...!!! Tercipta momen menarik dalam Kongres Partai Demokrat Presiden Prabowo Subianto saling hormat hingga salam gaya tos dgn Ndan Korea Bambang Pacul / Ketua DPP PDIP Bambang Wuryanto. https://t.co/DywWAQ2gMp https://t.co/RFgCgx2maV,"1,89464E+18",https://pbs.twimg.com/media/GksaAUybkAUfpdA.jpg,,in,Selakartika,0.0,0.0,41.0,https://x.com/denni_sauya/status/1894636669112144321,"1,24935E+18",denni_sauya,netral
501,"1,89463E+18",Wed Feb 26 05:48:01 +0000 2025,117.0,Di era Presiden @prabowo Koruptor BABAK BELUR Kejaksaan Agung tangkap Dirut PT Pertamina Patra Niaga Riva Siahaan tersangka korupsi tata kelola minyak mentah di PT Pertamina 2018-2023 bersama 6 orang lainnya Kerugian negara Rp193 7 T Wait n see koruptor2 lainnya setelah ini... https://t.co/0nKuMRJZK8,"1,89463E+18",https://pbs.twimg.com/ext_tw_video_thumb/1894625331522539523/pu/img/iiX0WDnfsUyrVf4E.jpg,,in,,5.0,152.0,31.0,https://x.com/BANGSAygSUJUD/status/1894625447536988353,"1,18904E+18",BANGSAygSUJUD,negatif
502,"1,89455E+18",Wed Feb 26 05:07:56 +0000 2025,581.0,@tanyarlfes Nggak ngebelain pak prabowo ya Tapi koruptor ini mulainya mah udh dari sebelum beliau menjabat jadi presiden. Cuma keciduknya pas era beliau Mari doakan hukuman buat koruptor yang tertangkap ini bener-bener tanpa ampun.,"1,89462E+18",,tanyarlfes,in,hogwarts ,0.0,8.0,33.0,https://x.com/Hai_Seulmin/status/1894615358864306242,"1,24322E+18",Hai_Seulmin,negatif
503,"1,89461E+18",Wed Feb 26 05:04:48 +0000 2025,78.0,Presiden Prabowo Subianto menyinggung aksi protes Indonesia Gelap saat berpidato di acara penutupan Kongres Demokrat di Jakarta Selasa (25/2/2025) Indonesia akan berhasil jadi negara makmur dan yang akan nikmati adalah kalian saudara-saudara yang muda-muda. Yang melihat https://t.co/uc2ylLpu3L,"1,89461E+18",https://pbs.twimg.com/media/GksF59AbkAgbTbG.jpg,,in,,50.0,48.0,13.0,https://x.com/catchmeupco/status/1894614570368733326,"1,16255E+18",catchmeupco,positif
504,"1,8946E+18",Wed Feb 26 04:25:00 +0000 2025,64.0,Presiden Prabowo Klaim Soekarno Dukung Pembentukan Danantara https://t.co/GyYFo0HHhB,"1,8946E+18",,,in,Indonesia,130.0,119.0,13.0,https://x.com/TirtoID/status/1894604553909407902,4187275698,TirtoID,netral
505,"1,89459E+18",Wed Feb 26 03:18:40 +0000 2025,480.0,Dalam hitungan menit Bank emas diresmikan Presiden @prabowo Babak baru dimulai Cadangan emas Indonesia peringkat ke 6 dunia +- 2.600 metrik ton setelah china Tidak semua negara memiliki Bank emas Apapun dilakukan pemerintah menggali potensi dlm negeri demi kemakmuran rakyat https://t.co/kgldHAchr1,"1,89459E+18",https://pbs.twimg.com/media/GkrtnXfbkAQ-KFb.jpg,,in,,27.0,207.0,98.0,https://x.com/BANGSAygSUJUD/status/1894587861502234815,"1,18904E+18",BANGSAygSUJUD,positif
506,"1,89458E+18",Wed Feb 26 03:05:51 +0000 2025,426.0,. . HUKUM MATI DAN MISKINKAN PENJAHAT-PENJAHAT PERTAMAX BANGSAT INI !!! SAHKAN RUU PERAMPASAN ASET DAN RUU HUKUMAN MATI KORUPTOR !!! UDAH GA BISA DIKASIH AMPUN KORUPTOR DI NEGARA INI !!! JANGAN DIEM AJA WOYYY PRESIDEN @PRABOWO !!! . . https://t.co/BMaGabwnVT,"1,89458E+18",https://pbs.twimg.com/media/Gkrqr-pbkAEinGS.jpg,,in,Bermuda Triangle,12.0,121.0,185.0,https://x.com/StefanAntonio__/status/1894584637818900577,"1,52949E+18",StefanAntonio__,negatif
507,"1,89458E+18",Wed Feb 26 03:00:03 +0000 2025,262.0,Prabowo: Kalau Mau Jadi Presiden Jangan Tinggal di Menteng https://t.co/w0n36pZZzk,"1,89458E+18",,,in,,40.0,160.0,31.0,https://x.com/CNNIndonesia/status/1894583175059308638,17128975,CNNIndonesia,netral
