conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label,text_processed
1879408178498089293,Wed Jan 15 06:00:02 +0000 2025,0,Prabowo memimpin dengan tekad untuk membuat hidup rakyat lebih baik dan kabinetnya sepenuhnya mendukung visi tersebut dengan kerja keras. Kinerja Apik Kabinet https://t.co/WS8BXhjlfU,1879408178498089293,https://pbs.twimg.com/media/GhTVFwJbYAA7Zvs.jpg,,in,,0,0,0,https://x.com/undefined/status/1879408178498089293,1644377164849246209,,positif,prabowo pimpin tekad hidup rakyat kabinet sepenuh dukung visi kerja keras kerja bagus kabinet
1881401170700517637,Mon Jan 20 17:59:28 +0000 2025,0,Kami sangat puas dengan kinerja pemerintah di bawah Presiden Prabowo #KinerjaPrabowoTerbukti,1881401170700517637,,,in,,0,0,0,https://x.com/undefined/status/1881401170700517637,1682282607369912320,,positif,puas kerja perintah presiden prabowo kinerjaprabowoterbukti
1879413268542050806,Wed Jan 15 08:41:36 +0000 2025,0,@SyakilaKeyy Keikhlasan dan strategi cerdas Kabinet Prabowo semakin dirasakan manfaatnya oleh masyarakat. Kinerja Apik Kabinet,1879448840077705426,,SyakilaKeyy,in,,0,0,0,https://x.com/undefined/status/1879448840077705426,1640568489097441280,,positif,ikhlas strategi cerdas kabinet prabowo rasa manfaat masyarakat kerja bagus kabinet
1879438960608543042,Wed Jan 15 08:10:54 +0000 2025,0,@Aninditakyya Prabowo tahu bahwa untuk mewujudkan visi besar diperlukan kerja tim yang kokoh dan menteri-menterinya siap mendukung langkah-langkah tersebut. Kinerja Apik Kabinet,1879441111900705008,,Aninditakyya,in,,0,0,0,https://x.com/undefined/status/1879441111900705008,1471760937933705216,,positif,prabowo wujud visi kerja tim kokoh menteri menteri dukung langkah langkah kerja bagus kabinet
1879447479382614459,Wed Jan 15 09:22:54 +0000 2025,0,@Zakiiyah_an Kabinet Prabowo berusaha keras agar kesejahteraan rakyat menjadi kenyataan yang terwujud. Kinerja Apik Kabinet,1879459233969934400,,Zakiiyah_an,in,,0,0,0,https://x.com/undefined/status/1879459233969934400,1658003125868044289,,positif,kabinet prabowo usaha keras sejahtera rakyat nyata wujud kerja bagus kabinet
1881395380279284187,Mon Jan 20 17:36:27 +0000 2025,0,Survei litbang tunjukkin bahwa publik apresiasi penuh kinerja Prabowo-Gibran #KinerjaPrabowoTerbukti,1881395380279284187,,,in,,0,0,0,https://x.com/undefined/status/1881395380279284187,1612695355526897666,,positif,survei litbang tunjukkin publik apresiasi penuh kerja prabowo gibran kinerjaprabowoterbukti
1892062265790062761,Wed Feb 19 04:02:51 +0000 2025,1,80 9% rakyat puas kinerja Prabowo terbukti https://t.co/NTTz2tEOle,1892062265790062761,https://pbs.twimg.com/media/GkH0modaAAEd37K.jpg,,in,,0,0,0,https://x.com/undefined/status/1892062265790062761,1382502619801800708,,positif,rakyat puas kerja prabowo bukti
1894573018636255330,Wed Feb 26 09:44:46 +0000 2025,1,@StefanAntonio__ @prabowo Mantap kinerja prabowo gibran memberantas korupsi awas hati hati pak prabowo makin banyak yg kepanasan dgn kerja nyata anda wkwkwkwkwk,1894685025024786573,,StefanAntonio__,in,,0,1,0,https://x.com/undefined/status/1894685025024786573,1168898125,,positif,prabowo mantap kerja prabowo gibran berantas korupsi awas hati hati prabowo panas kerja nyata wkwkwkwkwk
1917647591250231612,Wed Apr 30 23:22:47 +0000 2025,0,@LexWu_13 @prabowo Mgkn hal tsbt adlh (statement) blunder trberat k-2 bliau Sbg org kecil yg dengar dr luar pkerjaan bliau slama ini msh sgt baik bgmn gebrakn bliau mampu mnabrak dinding tebal utk bgmn prcepat pmerataan fasilitas ksehatan dan sy yakin org yg punya tmbok akn marah jk tmboknya drusak,1917721323536802280,,LexWu_13,in,,0,0,0,https://x.com/GreenPoutry/status/1917721323536802280,1837963898433294338,GreenPoutry,positif,prabowo mgkn tsbt adlh statement blunder trberat bliau orang dengar pkerjaan bliau slama msh sgt bgmn gebrakn bliau mnabrak dinding tebal bgmn prcepat pmerataan fasilitas ksehatan orang tmbok akn marah tmboknya drusak
1879406321906426258,Wed Jan 15 09:12:22 +0000 2025,0,@cuitcuap_ Sis menteri Prabowo tuh seperti engine yg buat visi besar jdi kenyataan. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,1879456581399753193,,cuitcuap_,in,,0,0,0,https://x.com/undefined/status/1879456581399753193,1704430485919911936,,positif,sis menteri prabowo tuh engine visi jdi nyata fokus baik masyarakat kerja bagus kabinet
1917533592584085878,Wed Apr 30 11:48:53 +0000 2025,1,@Tan_Mar3M Bukan hanya Presiden atau mantan Presiden. Siapapun Presidennya Dia @jokowi adalah Presiden seumur hidup sih. Presiden Terbaik kami yang tidak mungkin mati!! HIDUP JOKOWIRR!!! --@prabowo. ,1917546696009220487,,Tan_Mar3M,in,,0,0,0,https://x.com/hendrowijonarko/status/1917546696009220487,156614803,hendrowijonarko,positif,presiden mantan presiden presiden presiden umur hidup presiden baik mati hidup jokowirr prabowo
1881298133147431246,Mon Jan 20 12:57:14 +0000 2025,0,@Athalia_Lize Banyak yang merasa kinerja Prabowo bawa angin segar buat negeri #KinerjaPrabowoTerbukti,1881325111997063232,,Athalia_Lize,in,,0,0,0,https://x.com/undefined/status/1881325111997063232,1693850306097119232,,positif,kerja prabowo bawa angin segar negeri kinerjaprabowoterbukti
1879408173704233014,Wed Jan 15 06:00:00 +0000 2025,0,Visi Prabowo adalah Indonesia yang sejahtera dengan kebijakan yang langsung membawa dampak positif bagi rakyat berkat kerja keras kabinet yang profesional. Kinerja Apik Kabinet,1879408173704233014,,,in,,0,0,0,https://x.com/undefined/status/1879408173704233014,1471824134367694853,,positif,visi prabowo indonesia sejahtera bijak langsung bawa dampak positif rakyat berkat kerja keras kabinet profesional kerja bagus kabinet
1884130534768644369,Tue Jan 28 06:44:59 +0000 2025,0,Prabowo-Gibran wujudkan harapan rakyat dengan kinerja 100 hari yang inspiratif dan efektif #100HariKerjaNyata https://t.co/Esh0LsNPTW,1884130534768644369,https://pbs.twimg.com/media/GiXGutraYAERpk0.jpg,,in,,0,0,0,https://x.com/undefined/status/1884130534768644369,1699652938246074368,,positif,prabowo gibran wujud harap rakyat kerja inspiratif efektif harikerjanyata
1881457675487391906,Mon Jan 20 21:44:00 +0000 2025,0,Kinerja Presiden Prabowo mencerminkan kepemimpinan yang visioner dan progresif #KinerjaPrabowoTerbukti,1881457675487391906,,,in,,0,0,0,https://x.com/undefined/status/1881457675487391906,1690956423440830464,,positif,kerja presiden prabowo cermin pimpin visioner progresif kinerjaprabowoterbukti
1881486952052203735,Tue Jan 21 01:10:00 +0000 2025,0,@ragheeell Cek data survei terbaru publik merasa lebih puas dengan kinerja Pak Prabowo dari sumber terpercaya,1881509516040413689,,ragheeell,in,,0,0,0,https://x.com/undefined/status/1881509516040413689,1700031016059244544,,positif,cek data survei baru publik puas kerja prabowo sumber percaya
1909599151475900648,Tue Apr 08 13:28:11 +0000 2025,2,Kembali Apresiasi Polri Soal Arus Mudik Presiden: Polisi Paling Sering Dicaci Maki tapi Tetap Kerja Keras KORLANTAS POLRI Jakarta- Presiden RI Prabowo Subianto kembali mengapresiasi kinerja kepolisian selama penyelenggaraan arus mudik dan arus balik Idul Fitri 2025 ini. https://t.co/IsgN4kiUOZ,1909599151475900648,https://pbs.twimg.com/media/GoBCTcAbwAAgTRj.jpg,,in,,0,0,0,https://x.com/undefined/status/1909599151475900648,1594016927013142528,,positif,apresiasi polri arus mudik presiden polisi caci maki kerja keras korlantas polri jakarta presiden prabowo subianto apresiasi kerja polisi selenggara arus mudik arus idul fitri
1879441309720863087,Wed Jan 15 09:05:58 +0000 2025,0,@agathadew_ sob Visi pak Prabowo bikin masyarakat senang. Semua menteri kerja keras yang selalu mengantarkan kinerja hasil nyata Kinerja Apik Kabinet,1879454973374951672,,agathadew_,in,,0,0,0,https://x.com/undefined/status/1879454973374951672,1703707855562694656,,positif,sob visi prabowo bikin masyarakat senang menteri kerja keras antar kerja hasil nyata kerja bagus kabinet
1881569266190954639,Tue Jan 21 05:07:25 +0000 2025,1,BEM PTAI Apresiasi Kinerja Presiden Prabowo dalam 100 Hari Kerja https://t.co/I8WCnyQqzn,1881569266190954639,,,in,,0,0,0,https://x.com/undefined/status/1881569266190954639,1872229219650121728,,positif,bem ptai apresiasi kerja presiden prabowo kerja
1881367422537748674,Mon Jan 20 15:45:22 +0000 2025,0,Keunggulan presiden kinerja Prabowo puaskan hati rakyat #KinerjaPrabowoTerbukti,1881367422537748674,,,in,,0,0,0,https://x.com/undefined/status/1881367422537748674,1701073409323716609,,positif,unggul presiden kerja prabowo puas hati rakyat kinerjaprabowoterbukti
1879451237978161578,Wed Jan 15 08:51:08 +0000 2025,0,kabinet Prabowo sangat mengerti kalau rakyat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,1879451237978161578,,,in,,0,0,0,https://x.com/undefined/status/1879451237978161578,1479100684528078851,,positif,kabinet prabowo erti rakyat makmur indonesia maju kerja bagus kabinet
1879415721958027697,Wed Jan 15 06:30:00 +0000 2025,0,Kesejahteraan rakyat menjadi prioritas utama Prabowo. Dengan menteri-menteri yang solid hasilnya bisa dirasakan oleh banyak orang. Kinerja Apik Kabinet https://t.co/gWsbOKEcyR,1879415721958027697,https://pbs.twimg.com/media/GhTDWZ2bgAAml5T.jpg,,in,,0,1,0,https://x.com/undefined/status/1879415721958027697,1540896426947137542,,positif,sejahtera rakyat prioritas utama prabowo menteri menteri solid hasil rasa orang kerja bagus kabinet
1881367209928511754,Mon Jan 20 15:44:31 +0000 2025,0,Kinerja Pak Prabowo bikin banyak yang makin mengapresiasi #KinerjaPrabowoTerbukti,1881367209928511754,,,in,,0,0,0,https://x.com/undefined/status/1881367209928511754,1681940300493910016,,positif,kerja prabowo bikin apresiasi kinerjaprabowoterbukti
1881486952052203735,Tue Jan 21 02:11:41 +0000 2025,0,@ragheeell Hasil survei mengungkapkan bahwa masyarakat puas dengan kinerja Pak Prabowo. Apa kamu sependapat?,1881525040975695903,,ragheeell,in,,0,0,0,https://x.com/undefined/status/1881525040975695903,1701082900958162944,,positif,hasil survei masyarakat puas kerja prabowo dapat
1884148977987412076,Tue Jan 28 07:58:16 +0000 2025,0,Kinerja Prabowo dan Gibran di 100 hari awal jadi bukti nyata bahwa Indonesia bisa lebih baik #100HariKerjaNyata,1884148977987412076,,,in,,0,0,0,https://x.com/undefined/status/1884148977987412076,1703639883758333953,,positif,kerja prabowo gibran bukti nyata indonesia harikerjanyata
1881362804659335588,Mon Jan 20 15:27:01 +0000 2025,0,Prabowo kasih inspirasi buat pemimpin masa depan dengan kinerja apik #KinerjaPrabowoTerbukti,1881362804659335588,,,in,,0,0,0,https://x.com/undefined/status/1881362804659335588,1701459882258698240,,positif,prabowo kasih inspirasi pimpin kerja bagus kinerjaprabowoterbukti
1883985304618688732,Mon Jan 27 21:07:54 +0000 2025,0,Kinerja mengesankan Prabowo selama 100 hari jadi harapan baru bagi Indonesia maju #100HariKerjaNyata https://t.co/rYTZAANzPd,1883985304618688732,https://pbs.twimg.com/media/GiVCpUVbEAAqf4e.jpg,,in,,0,0,0,https://x.com/undefined/status/1883985304618688732,1686231604740689920,,positif,kerja kesan prabowo harap indonesia maju harikerjanyata
1885933542237966646,Sun Feb 02 06:09:30 +0000 2025,1,Index Politca: 87% Publik Puas Dengan Kinerja Kabinet Prabowo-Gibran Dalam 100 Hari https://t.co/hQTeRYLFz3,1885933542237966646,https://pbs.twimg.com/media/Giwuj78XUAAY84M.jpg,,in,,0,0,0,https://x.com/undefined/status/1885933542237966646,714232837,,positif,index politca publik puas kerja kabinet prabowo gibran
1879408178406006848,Wed Jan 15 06:00:02 +0000 2025,0,Mimpi jadi nyata dengan Prabowo! Kesejahteraan untuk seluruh rakyat Indonesia! Kinerja Apik Kabinet,1879408178406006848,,,in,,0,0,0,https://x.com/undefined/status/1879408178406006848,1542116684630470657,,positif,mimpi nyata prabowo sejahtera rakyat indonesia kerja bagus kabinet
1881298041145368583,Mon Jan 20 14:10:44 +0000 2025,0,@jesnole Kinerja 100 hari Prabowo-Gibran disambut positif survei jadi bukti nyatanya #KinerjaPrabowoTerbukti,1881343607397056934,,jesnole,in,,0,0,0,https://x.com/undefined/status/1881343607397056934,1696417050993049600,,positif,kerja prabowo gibran sambut positif survei bukti kinerjaprabowoterbukti
1910380665042067956,Thu Apr 10 17:13:38 +0000 2025,1,Kinerja Polri dalam mengatur lalu lintas mudik Lebaran 2025 semakin membaik. Arus kendaraan lebih tertib angka kecelakaan menurun drastis. Presiden Prabowo pun memberi apresiasi langsung atas dedikasi Polri menjaga keselamatan masyarakat. #PolriPresisi #PolriBersamaRakyat https://t.co/hbT2o5X3Fr,1910380665042067956,https://pbs.twimg.com/ext_tw_video_thumb/1910380474532585473/pu/img/Dbk0QxVkamybF_YT.jpg,,in,,0,0,0,https://x.com/undefined/status/1910380665042067956,1544087563245195264,,positif,kerja polri atur lintas mudik lebaran baik arus kendara tertib angka celaka turun drastis presiden prabowo apresiasi langsung dedikasi polri jaga selamat masyarakat polripresisi polribersamarakyat
1905865123744604235,Sat Mar 29 06:10:29 +0000 2025,0,gedean diskon pesawat dr kinerja prabowo,1905865123744604235,,,in,,0,1,0,https://x.com/undefined/status/1905865123744604235,1415887678600466434,,positif,gede diskon pesawat kerja prabowo
1879408176665117095,Wed Jan 15 06:00:01 +0000 2025,0,Kerja keras kementerian Prabowo bikin visi jadi aksi. seluruh untuk kesejahteraan kita Kinerja Apik Kabinet,1879408176665117095,,,in,,0,0,0,https://x.com/undefined/status/1879408176665117095,1640203278012252160,,positif,kerja keras menteri prabowo bikin visi aksi sejahtera kerja bagus kabinet
1881486952052203735,Tue Jan 21 02:12:51 +0000 2025,0,@ragheeell Kinerja Pak Prabowo mendapat pengakuan positif di kalangan masyarakat menurut survei.,1881525333285027961,,ragheeell,in,,0,0,0,https://x.com/undefined/status/1881525333285027961,1701843012375175168,,positif,kerja prabowo aku positif kalang masyarakat survei
1917583699488694649,Wed Apr 30 14:15:55 +0000 2025,0,Prabowo kasih bukti nyata dengan ketegasannya Danantara makin melaju https://t.co/f83PoHYRZU,1917583699488694649,https://pbs.twimg.com/media/Gpyf4p_aUAAUOQe.jpg,,in,,0,0,0,https://x.com/iskandar_ysf8/status/1917583699488694649,1694206753981030400,iskandar_ysf8,positif,prabowo kasih bukti nyata tegas danantara laju
1903992944644051198,Mon Mar 24 02:11:07 +0000 2025,0,Mengawali arahannya presiden prabowo mengapresiasi kinerja seluruh menteri wakil menteri dan kepala daerah yang tergabung dalam kabinet merah putih. Teddy Muda Berprestasi https://t.co/Z0XowpSIxz,1903992944644051198,https://pbs.twimg.com/media/GmxXdJXbIAAxO9y.jpg,,in,,0,0,0,https://x.com/undefined/status/1903992944644051198,788041243758436352,,positif,awal arah presiden prabowo apresiasi kerja menteri wakil menteri kepala daerah gabung kabinet merah putih teddy muda prestasi
1887068758688297222,Wed Feb 05 09:20:26 +0000 2025,0,Kalo TINGKAT KEPUASAN Kinerja BPK Presiden AKU SEPAKAT. GASSSSSSSSSSSSSS Keun Terus KEBENAAAN KEADILAN Di Negri Ini Pak @prabowo .,1887068758688297222,,,in,,0,0,0,https://x.com/undefined/status/1887068758688297222,1885340645969321988,,positif,kalo tingkat puas kerja bpk presiden sepakat gassssssssssssss keun kebenaaan adil negri prabowo
1916812315476869303,Tue Apr 29 19:54:03 +0000 2025,0,@arianadyani @tempodotco Prabowo memimpin dengan integritas untuk meningkatkan kinerja BUMN.,1917306406727999549,,arianadyani,in,,0,0,0,https://x.com/undefined/status/1917306406727999549,1691368432984547328,,positif,prabowo pimpin integritas tingkat kerja bumn
1884420165020053635,Wed Jan 29 01:55:52 +0000 2025,0,Kepuasan Publik Terhadap Kinerja Presiden Prabowo Jadi Pemacu Semangat Pemerintah Bekerja Lebih Baik https://t.co/RWNlpL7ZwX https://t.co/9YOHdsdTd7,1884420165020053635,https://pbs.twimg.com/media/GibOJ0VaYAQq3_a.jpg,,in,,0,0,0,https://x.com/undefined/status/1884420165020053635,1366400664960573441,,positif,puas publik kerja presiden prabowo pacu semangat perintah
1881656838711865680,Tue Jan 21 10:55:24 +0000 2025,2,Survei Litbang Kompas mengenai tingkat kepuasaan publik terhadap kinerja pemerintahan Prabowo-Gibran menunjukkan 80 9 persen puas. #presidenprabowo #prabowosubianto #indonesiamaju #indonesiaemas #dekade08 https://t.co/FFRlFM1KAj,1881656838711865680,https://pbs.twimg.com/media/Ghz8yrKa4AAo2D9.jpg,,in,,0,1,0,https://x.com/undefined/status/1881656838711865680,1576913175227748352,,positif,survei litbang kompas tingkat puasa publik kerja perintah prabowo gibran persen puas presidenprabowo prabowosubianto indonesiamaju indonesiaemas dekade
1879408171866829194,Wed Jan 15 06:00:00 +0000 2025,0,Temen menteri pak Prabowo tuh ibarat engine yg buat visi besar jadi nyata. Fokusnya ya untuk Kebaikan rakyat! Kinerja Apik Kabinet,1879408171866829194,,,in,,0,0,0,https://x.com/undefined/status/1879408171866829194,1694640180626653184,,positif,temen menteri prabowo tuh engine visi nyata fokus baik rakyat kerja bagus kabinet
1879408178468970685,Wed Jan 15 06:00:02 +0000 2025,0,Setiap kebijakan kabinet Prabowo adalah bentuk perhatian nyata untuk rakyat tanpa ada kebohongan. Kinerja Apik Kabinet,1879408178468970685,,,in,,0,0,0,https://x.com/undefined/status/1879408178468970685,1646040507100065794,,positif,bijak kabinet prabowo bentuk perhati nyata rakyat bohong kerja bagus kabinet
1917396668196216931,Wed Apr 30 14:06:15 +0000 2025,0,@hexagrap_id Program MBG bawa perubahan besar di Bandung terima kasih Presiden Prabowo semoga di Cianjur bisa ada program sehebat ini juga,1917581267996139761,,hexagrap_id,in,,0,0,0,https://x.com/FelisaTanj80341/status/1917581267996139761,1702616032417062912,FelisaTanj80341,positif,program mbg bawa ubah bandung terima kasih presiden prabowo moga cianjur program hebat
1879438597394518054,Wed Jan 15 08:50:00 +0000 2025,0,@ShenaSheira Kabinet Prabowo berkomitmen untuk mengurangi kesenjangan antarwilayah memastikan setiap daerah baik kota besar maupun daerah terpencil dapat merasakan hasil pembangunan yang sama. Kinerja Apik Kabinet,1879450952836821336,,ShenaSheira,in,,0,0,0,https://x.com/undefined/status/1879450952836821336,1468807459716288518,,positif,kabinet prabowo komitmen kurang senjang antarwilayah daerah kota daerah pencil rasa hasil bangun kerja bagus kabinet
1879406321906426258,Wed Jan 15 09:47:47 +0000 2025,0,@cuitcuap_ sob Visi Prabowo buat masyarakat bahagia. Semua kabinet kerja keras yg selalu deliver kinerja hasil nyata Kinerja Apik Kabinet,1879465496850161734,,cuitcuap_,in,,0,0,0,https://x.com/undefined/status/1879465496850161734,1827930386586095616,,positif,sob visi prabowo masyarakat bahagia kabinet kerja keras deliver kerja hasil nyata kerja bagus kabinet
1884140093902119159,Tue Jan 28 07:22:58 +0000 2025,0,Indonesia lebih bermakna dengan 100 hari kinerja Prabowo-Gibran #100HariKerjaNyata https://t.co/tSLXsFtSzN,1884140093902119159,https://pbs.twimg.com/media/GiXPbGmaYAEsSYD.jpg,,in,,0,0,0,https://x.com/undefined/status/1884140093902119159,1699284753172885504,,positif,indonesia makna kerja prabowo gibran harikerjanyata
1881250713344610474,Mon Jan 20 11:43:22 +0000 2025,0,@Gerindra request min adakan survey yg memisahkan antara kinerja prabowo dan gibran :))),1881306522132898111,,Gerindra,in,,0,0,0,https://x.com/undefined/status/1881306522132898111,964282916,,positif,request min adakan survey pisah kerja prabowo gibran
1881397227681366196,Mon Jan 20 17:43:48 +0000 2025,0,Kinerja Prabowo bawa angin segar buat negeri ini #KinerjaPrabowoTerbukti,1881397227681366196,,,in,,0,0,0,https://x.com/undefined/status/1881397227681366196,1696406141490835456,,positif,kerja prabowo bawa angin segar negeri kinerjaprabowoterbukti
1879453907199594844,Wed Jan 15 09:01:44 +0000 2025,0,Gak ada tugas yang lebih besar. menteri Prabowo selalu fokus bikin keadilan menjadi nyata Kinerja Apik Kabinet,1879453907199594844,,,in,,0,0,0,https://x.com/undefined/status/1879453907199594844,1478716987521978373,,positif,tugas menteri prabowo fokus bikin adil nyata kerja bagus kabinet
1879408173699731481,Wed Jan 15 06:00:00 +0000 2025,0,Visi besar Prabowo? Rakyat maju dan makmur. Timnya all-out gaspol! Kinerja Apik Kabinet,1879408173699731481,,,in,,0,0,0,https://x.com/undefined/status/1879408173699731481,1550148185741733888,,positif,visi prabowo rakyat maju makmur tim all out gaspol kerja bagus kabinet
1900799954605707667,Sat Mar 15 06:43:18 +0000 2025,1,Masyarakat Puas Dengan Kinerja Presiden Prabowo https://t.co/nTEx4Thg27,1900799954605707667,https://pbs.twimg.com/media/GmD_e9aWwAAoNXD.jpg,,in,,0,0,0,https://x.com/undefined/status/1900799954605707667,714232837,,positif,masyarakat puas kerja presiden prabowo
1879443402607243460,Wed Jan 15 08:20:00 +0000 2025,0,Semua langkah kementerian Prabowo dirancang buat bikin rakyat makin happy &amp; aman Kinerja Apik Kabinet,1879443402607243460,,,in,,0,0,0,https://x.com/undefined/status/1879443402607243460,1474629559593041920,,positif,langkah menteri prabowo rancang bikin rakyat happy aman kerja bagus kabinet
