Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,full_text,label,score,text_processed
12,12,12,Kinerja 10 tahun jokowi ini pak @prabowo maka dgn segala hormat kami mohon kpd pak prabowo ..tlg jgn lindungi &amp; halang²i rakyat utk menuntut adili jokowi krn sdh banyak sekali kerusakan yg sdh dibuatnya bgs bpk dgr saran dari senior dan junior bapak para purnawirawan TNI,neutral,0.9877166152000428,kerja jokowi prabowo hormat mohon kpd prabowo tlg jgn lindung halang rakyat tuntut adil jokowi krn sdh rusa sdh bgs bpk dgr saran senior junior purnawirawan tni
13,13,13,kinerja Gibran oke punya semoga terus meningkat https://t.co/U5hOvetaVV,neutral,0.9526265263557434,kerja gibran oke moga tingkat
14,14,14,@khanifirsyad Ya Allah kirain statement beliau sebelumnya bakal berubah lah malah makin menjadi sekarang. Jadi guna menko pangan tuh apaan wahai pak presiden @prabowo jika hal begini rakyat juga yang mandiri kami bayar pajak untuk menggaji para pejabat pemerintah tapi kinerja kalian begini?,positive,0.8039769530296326,allah kirain statement beliau ubah menko pangan tuh presiden prabowo rakyat mandiri bayar pajak gaji jabat perintah kerja
15,15,15,@Heraloebss @Prabowo presiden yg hoby curhat anti kritik kinerja semenjak dilantik sampai saat ini sangat jauh dari harapan. Tp sy tetap berbaik sangka mungkin beliau NDASE jg mumet. Apalagi @gibran_tweet anak haram konstitusi. Ndak usah diragukan lagi tolol &amp; kedunguannya.,neutral,0.970769464969635,prabowo presiden hoby curhat anti kritik kerja semenjak lantik harap baik sangka beliau ndase mumet anak haram konstitusi ndak ragu tolol dungu
16,16,16,Menteri BUMN Erick Thohir menyampaikan Presiden Prabowo Subianto memerintahkan para pembantunya untuk terus memperbaiki kinerja seiring berjalannya waktu. Prabowo disebut mau pekerjaan anak buahnya ditingkatkan untuk mencegah kekalahan dalam persaingan global. #bumn https://t.co/19QQLaWq0f,positive,0.6556321978569031,menteri bumn erick thohir presiden prabowo subianto perintah bantu baik kerja iring jalan prabowo kerja anak buah tingkat cegah kalah saing global bumn
17,17,17,Sri Mulyani Temui Prabowo di Istana Mau Lapor Hasil Negosiasi Tarif Trump dan Kinerja APBN / #srimulyani #prabowo https://t.co/jPFZZST4Cj,negative,0.917716920375824,sri mulyani temu prabowo istana lapor hasil negosiasi tarif trump kerja apbn srimulyani prabowo
18,18,18,Sri Mulyani Bertemu Prabowo di Istana Lapor Hasil Negosiasi Tarif Trump dan Kinerja APBN https://t.co/8XhgbfNLkj,neutral,0.8766476511955261,sri mulyani temu prabowo istana lapor hasil negosiasi tarif trump kerja apbn
19,19,19,@Heraloebss Yg disurvey dalam kolam semua kalo kinerja pak prabowo memang baik tp wakilnya puhhf,negative,0.7599478363990784,disurvey kolam kalo kerja prabowo wakil puhhf
20,20,20,Survei terbaru dari Rumah Politik Indonesia (RPI) mengungkapkan bahwa 76 5% responden menyatakan puas terhadap kinerja pemerintahan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka dalam enam bulan pertama masa jabatan mereka. Temuan ini menandai tingkat https://t.co/5tPpstH1Vk,neutral,0.5371651649475098,survei baru rumah politik indonesia rpi responden puas kerja perintah presiden prabowo subianto wakil presiden gibran rakabuming raka enam jabat temu tanda tingkat
21,21,21,Hasil survei terbaru Rumah Politik Indonesia menunjukkan menunjukkan mayoritas publik puas dengan kinerja wakil presiden Gibran Rakabuming Raka di semester pertama pemerintahan Prabowo Subianto dan Gibran Rakabuming Raka. Berdasarkan hasil survei sebanyak 79 8 persen masyarakat https://t.co/DmVkERNJTC,negative,0.4591127932071686,hasil survei baru rumah politik indonesia mayoritas publik puas kerja wakil presiden gibran rakabuming raka semester perintah prabowo subianto gibran rakabuming raka dasar hasil survei persen masyarakat
22,22,22,@kuatji @pandji Hasan Nasbi mundur sebagai Kepala PCO karena masalah kinerja terutama setelah insiden kepala babi dikirim ke Tempo. Tanggapannya yang kontroversial menyarankan untuk memasak saja menuai kritik publik dan Presiden Prabowo yang menyebutnya ceroboh. Pandji Pragiwaksono ,positive,0.9859206080436708,hasan nasbi mundur kepala pco kerja insiden kepala babi kirim tempo tanggap kontroversial saran masak tuai kritik publik presiden prabowo sebut ceroboh pandji pragiwaksono
23,23,23,@CitraMexia @Heraloebss @Heraloebss Saya rasa survei yang menyebutkan 79 8% publik puas dengan kinerja Wapres Gibran cukup menarik tapi sayangnya survei itu belum bisa diverifikasi. Survei lain seperti dari KedaiKopi memang menunjukkan kepuasan tinggi terhadap pemerintahan Prabowo-Gibran mencapai,neutral,0.7174385190010071,survei publik puas kerja wapres gibran tarik sayang survei verifikasi survei kedaikopi puas perintah prabowo gibran capai
24,24,24,Kinerja nyata dari Prabowo -Gibran yang jelas membawa hasil positif dan dinikmati rakyat banyak tentu akan tercermin dari hasil survey yang independen transparan dan akuntabel. Good Job PraGib!,negative,0.6941143274307251,kerja nyata prabowo gibran bawa hasil positif nikmat rakyat cermin hasil survey independen transparan akuntabel good job pragib
25,25,25,@NenkMonica Mending fokus awasi kinerja Pemerintah Terutama janji janji politik @prabowo Jangan biarkan umbar janji kemudian seenaknya diabaikan,positive,0.9906333684921264,mending fokus awas kerja perintah janji janji politik prabowo biar umbar janji abai
26,26,26,@BANGSAygSUJUD @prabowo @tham878 @romoatheist @kiwalipitu @Kimberley_PS08 @hasanudinsajid @gtobing2903 @FDonghun @EdySularno96489 @awikuchuz Kinerja pemerintahan Prabowo Gibran semakin nyata Indonesiaku 🇮🇩,negative,0.992708146572113,prabowo kerja perintah prabowo gibran nyata indonesia
27,27,27,@imvibbyy @benasyid @kompascom @aniesbaswedan Dan prediksi saya jika Pak Prabowo berhasil 2 periode maka penggantinya adalah KDM (dengan syarat KDM ngak blunder parah). Maka sirnalah peluang bapak @aniesbaswedan untuk memenangkan pilpres kedepannya. Bahkan sebagian pendukung bapak sekarang banyak yg menyukai kinerja KDM.,negative,0.9263912439346312,prediksi prabowo hasil periode ganti kdm syarat kdm ngak blunder parah sirna peluang menang pilpres depan dukung suka kerja kdm
28,28,28,@txtdrimedia Metro bilang begitu mewakili opini SP yg menjilat penguasa untuk memperoleh kekuasaan di KMP Prabowo. Masyarakat yg mana yg puas dg kinerja Wapres Songong dan kinerja apa yg membuat masyarakat puas ? Mungkin saja SP lagi ga ngotak ngawur banget,neutral,0.9710382223129272,metro bilang wakil opini jilat kuasa oleh kuasa kmp prabowo masyarakat puas kerja wapres songong kerja masyarakat puas ngotak ngawur banget
29,29,29,kinerja top banget semangat Gibran https://t.co/syD6rLzx10,neutral,0.9366669058799744,kerja top banget semangat gibran
30,30,30,senang bgt liat masyarakat puas sm kinerja Gibran https://t.co/5BwfoFb5dw,negative,0.982296884059906,senang bgt liat masyarakat puas kerja gibran
31,31,31,@Gojekmilitan @DediMulyadi71 @prabowo @prabowo maaf pak ini sepertinya ganggu kinerja KDM dan warga jabar yg sedang semangat melihat jabar di benahi,negative,0.894231915473938,prabowo prabowo maaf ganggu kerja kdm warga jabar semangat jabar benah
32,32,32,@arianadyani @tempodotco Ketegasan Prabowo akan mendongkrak kinerja BUMN.,negative,0.978569507598877,tegas prabowo dongkrak kerja bumn
33,33,33,Temui Prabowo Muzani Bahas Evaluasi Kinerja BUMN https://t.co/ziGGisGc4Y #Radarjabar #BUMN #Muzani #Prabowo #EvaluasiKinerjaBUMN,neutral,0.6731312870979309,temu prabowo muzani bahas evaluasi kerja bumn radarjabar bumn muzani prabowo evaluasikinerjabumn
34,34,34,Sejarahbaru diEra Presiden @prabowo WaPres mnjdi posisi BERKELAS &amp; perbincangan SEXY pdhl cuma BAN SEREP andai saja 16:24% tau betapa kami berdua (DwiTunggal) menghidangkan cawan² cinta meski tanpa jari jemari . ^survei Citra+ 79 9% kinerja 79 8% mati lu ~goodnight️~ https://t.co/YW53DKfLBX,neutral,0.773036777973175,sejarahbaru era presiden prabowo wapres mnjdi posisi kelas bincang sexy pdhl ban serep andai tau betapa dua dwitunggal hidang cawan cinta jari jemari survei citra kerja mati goodnight
35,35,35,@Beritasatu Prabowo kali.....plangas plongos emang punya kinerja wkwkwk,neutral,0.9910001158714294,prabowo kali plangas plongos emang kerja wkwkwk
36,36,36,Survei RPI: Mayoritas Responden Puas dengan Kinerja Prabowo-Gibran https://t.co/PyU2P7hgKP,neutral,0.6771069765090942,survei rpi mayoritas responden puas kerja prabowo gibran
37,37,37,@Heraloebss Puas tidak puas atas kinerjanya tapi biar bagaimanapun juga @prabowo dan @gibran_tweet ini dipilih secara demokrasi oleh rakyat Indonesia presiden dan wakil itu punya tupoksi kinerja masing² yang harus dipertanyakan itu para bawahannya apa pencapaian kerjanya?,neutral,0.9591586589813232,puas puas kerja biar prabowo pilih demokrasi rakyat indonesia presiden wakil tupoksi kerja bawah capai kerja
38,38,38,Bagaimana menurut Netizen X-Twitter? Apakah kinerja Wapresnya Prabowo sudah cukup memuaskan? Survei : 79 8% Puas dengan Kinerja Wapres Gibran https://t.co/oAXoMffgro,neutral,0.7061412930488586,netizen twitter kerja wapresnya prabowo muas survei puas kerja wapres gibran
39,39,39,Di AS hasil survey hanya 37% rakyatnya puas terhadap kinerja pemerintahan Donald Trump di 100 hari masa kerjanya sementara di Indonesia katanya 73 % rakyatnya puas dgn kinerja pemerintahan Prabowo-Gibran di 100 hari pertama masa kerjanya...entahlah...!,neutral,0.9434621930122375,hasil survey rakyat puas kerja perintah donald trump kerja indonesia rakyat puas kerja perintah prabowo gibran kerja
40,40,40,@arianadyani @tempodotco Prabowo memilih pemimpin yang tepat untuk meningkatkan kinerja BUMN.,positive,0.7349538803100586,prabowo pilih pimpin tingkat kerja bumn
41,41,41,@FradaRandi1 Kinerja Presiden Prabowo bikin masyarakat percaya masalah bisa dituntaskan dengan cara-cara positif,neutral,0.8951581120491028,kerja presiden prabowo bikin masyarakat percaya tuntas positif
42,42,42,@arianadyani @tempodotco Prabowo menunjukkan bahwa kinerja BUMN harus efisien untuk kemajuan negara.,neutral,0.9450514912605286,prabowo kerja bumn efisien maju negara
43,43,43,@arianadyani @tempodotco Prabowo memimpin dengan integritas untuk meningkatkan kinerja BUMN.,neutral,0.761047899723053,prabowo pimpin integritas tingkat kerja bumn
44,44,44,Survei Rumah Politik Indonesia Publik Puas dengan Kinerja Prabowo-Gibran https://t.co/Djvo2dls7p,negative,0.907275140285492,survei rumah politik indonesia publik puas kerja prabowo gibran
45,45,45,@sharpandshark @prabowo @prabowo bukan tak paham soal itu. Tapi Prabowo tak punya cara lain utk mengamankan kekuasaan selain menggunakan tangan/kekuatan militer. Tak mungkin mempertahankan kekuasaan dgn kinerja krna bukan rahasia bhw Prabowo tak punya kompetensi yg mumpuni sbgai seorg pemimpin negara,negative,0.9259184002876282,prabowo prabowo paham prabowo aman kuasa tangan kuat militer tahan kuasa kerja krna rahasia bhw prabowo kompetensi mumpuni sbgai seorg pimpin negara
46,46,46,@BebySoSweet Yang positif si teddy kali ah positif hamil kinerja si prabowo minus semua anjjjjjj,neutral,0.9888338446617126,positif teddy kali positif hamil kerja prabowo minus anjjjjjj
47,47,47,Prabowo Minta Kinerja Direksi BUMN Divaluasi: Gak Bener Ganti! https://t.co/VkeNpE2A3a,positive,0.646098792552948,prabowo kerja direksi bumn divaluasi bener ganti
48,48,48,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga akan dilakukan manajemen Badan Pengelola Investasi Danantara. #VideoBerita #AdadiKompas https://t.co/TchT6BD5qo,positive,0.3561501204967499,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn manajemen badan kelola investasi danantara videoberita adadikompas
49,49,49,@detikcom Semogga Bapak Presiden Dapat mengapresiasi Kinerja para Adhyaksa di negara ini. Kami bangga memiliki anak bangsa seperti mereka. @prabowo @Puspenkum @KejaksaanRI @JambinKejagung,neutral,0.5996779799461365,semogga presiden apresiasi kerja adhyaksa negara bangga milik anak bangsa prabowo
50,50,50,Survei Rumah Politik: Mayoritas Publik Puas dengan Kinerja Gibran di Semester Pertama Pemerintahan Prabowo-Gibran https://t.co/og8mLgRbEE,neutral,0.7406368255615234,survei rumah politik mayoritas publik puas kerja gibran semester perintah prabowo gibran
51,51,51,Kinerja BUMN Jadi Sorotan Muzani-Dasco Saat Bertemu Prabowo di Istana https://t.co/iVM0xwq8G0,negative,0.904339611530304,kerja bumn sorot muzani dasco temu prabowo istana
52,52,52,Presiden Prabowo Subianto meminta evaluasi menyeluruh terhadap direksi BPI Danantara. Kinerja integritas dan profesionalisme menjadi tolok ukur. Direksi yang tidak memenuhi standar diminta untuk segera diganti. Ia juga menekankan pentingnya meninggalkan praktik lama yang https://t.co/XyChGuEi6g,neutral,0.5704464316368103,presiden prabowo subianto evaluasi direksi bpi danantara kerja integritas profesionalisme tolok ukur direksi penuh standar ganti tekan tinggal praktik
53,53,53,Belakangan gw perhatikan kader2 partai pendukung gk terlalu agresif bela Prabowo Mrk lbh bnyk beritakan kinerja menteri2 asal partainya Ini keren Jgn terlalu militan wong akun partainya Prabowo cm posting2 makanan aja kok,neutral,0.9450702667236328,perhati kader partai dukung agresif bela prabowo mrk lbh bnyk berita kerja menteri partai keren jgn militan akun partai prabowo posting makan
54,54,54,Prabowo Subianto menyampaikan bahwa nilai aset kelolaan Danantara akan segera tembus US$1 triliun sehingga perlu ada mekanisme pengelolaan yang baik serta evaluasi berkala terhadap kinerja manajemen Danantara. Simak informasi selengkapnya di video berikut ini. https://t.co/rEUzv5hDuE,neutral,0.4531827867031097,prabowo subianto nilai aset kelola danantara tembus triliun mekanisme kelola evaluasi kala kerja manajemen danantara simak informasi lengkap video
55,55,55,Hasan Nasbi mengundurkan diri sebagai Kepala PCO sejak 21 April 2025 setelah dikritik Presiden Prabowo. Dalam suratnya ia meminta maaf atas kinerja yang dinilai kurang maksimal. Nasbi sebelumnya dilantik oleh Presiden Jokowi dan pernah memimpin Cyrus Network serta timses https://t.co/KiqZ6RdKjF,positive,0.3784980773925781,hasan nasbi undur kepala pco april kritik presiden prabowo surat maaf kerja nilai maksimal nasbi lantik presiden jokowi pimpin cyrus network timses
56,56,56,Presiden Prabowo tegaskan untuk mengganti direksi BUMN yang tidak efisien. Hal ini merupakan komitmen pemerintah untuk memperbaiki kinerja BUMN demi kemajuan ekonomi Indonesia https://t.co/4zm4IS4KR9,positive,0.9690257906913756,presiden prabowo tegas ganti direksi bumn efisien komitmen perintah baik kerja bumn maju ekonomi indonesia
57,57,57,@ardisatriawan Arahan dan teguran yang di sampaikan pak Prabowo bersifat internal dan bertujuan untuk memperbaiki kinerja BUMN ke depan. Jadi gak semua hal harus di depan publik.,neutral,0.8636828660964966,arah tegur prabowo sifat internal tuju baik kerja bumn publik
58,58,58,Presiden Prabowo Subianto ungkapkan potensi aset BP Danantara capai $1 triliun (Rp16.000 triliun). Ia minta manajemen evaluasi kinerja direksi dan ganti yang tidak profesional. Prabowo tekankan pentingnya memilih direksi berbasis kompetensi tanpa diskriminasi SARA atau politik. https://t.co/UNjWyhiqCN,neutral,0.8927874565124512,presiden prabowo subianto ungkap potensi aset danantara capai triliun triliun manajemen evaluasi kerja direksi ganti profesional prabowo tekan pilih direksi bas kompetensi diskriminasi sara politik
59,59,59,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #VideoBerita #AdadiKompas https://t.co/U8n8ZXFk9u,negative,0.5325676798820496,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn videoberita adadikompas
60,60,60,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #Polhuk #AdadiKompas https://t.co/kYTCtQHfq8,positive,0.6321000456809998,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn polhuk adadikompas
61,61,61,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #Polhuk #AdadiKompas https://t.co/cO0895t1IL,positive,0.6590408086776733,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn polhuk adadikompas
62,62,62,Saat menghadiri Townhall Meeting Danantara bersama BUMN pada Senin (28/4) Presiden Prabowo Subianto memerintahkan manajemen BUMN dan Danantara untuk mengevaluasi kinerja jaja ran direksi. Prabowo juga meninta jajaran direksi diisi dengan orang-orang yang profesional bukan https://t.co/Tl9yRJHnUE,positive,0.9882937669754028,hadir townhall meeting danantara bumn senin presiden prabowo subianto perintah manajemen bumn danantara evaluasi kerja jaja ran direksi prabowo tinta jajar direksi isi orang orang profesional
63,63,63,evaluasi direksi BUMN? Mantap Pak Prabowo! Saatnya perbaiki kinerja demi Indonesia yg lebih sejahtera https://t.co/UjfBYPWgg1,negative,0.846376359462738,evaluasi direksi bumn mantap prabowo baik kerja indonesia sejahtera
64,64,64,bravo Pak Prabowo! Dengan evaluasi rutin BUMN bs wujudkan kinerja yg bersih dan profesional. Luar biasa https://t.co/2KVMlR4ljX,neutral,0.4182115495204925,bravo prabowo evaluasi rutin bumn wujud kerja bersih profesional
65,65,65,setuju bgt Pak Prabowo! Pemimpin yg tegas dan transparan sangat dibutuhkan di BUMN. Evaluasi berkala bakal bikin kinerja makin optimal https://t.co/vJlOGIYpcY,positive,0.9802549481391908,tuju bgt prabowo pimpin transparan butuh bumn evaluasi kala bikin kerja optimal
66,66,66,kebijakan tepat pak Prabowo! Semoga hasil evaluasi membuahkan kinerja optimal https://t.co/v9L2jJXPeR,positive,0.4541664719581604,bijak prabowo moga hasil evaluasi buah kerja optimal
67,67,67,setuju banget pak Prabowo! Evaluasi direksi BUMN penting buat tingkatkan kinerja dan cegah penyalahgunaan. Semoga langkah ini bikin BUMN makin maju. Sukses ya Pak https://t.co/bkvcYaVr0T,positive,0.8488064408302307,tuju banget prabowo evaluasi direksi bumn tingkat kerja cegah penyalahgunaan moga langkah bikin bumn maju sukses
68,68,68,dukung penuh keputusan Pak Prabowo! Evaluasi kerja direksi penting utk perbaikan kinerja BUMN. Semoga kebijakan ini bawa perubahan positif https://t.co/doq02GSnfQ,positive,0.8405529260635376,dukung penuh putus prabowo evaluasi kerja direksi baik kerja bumn moga bijak bawa ubah positif
69,69,69,dengan evaluasi ini kinerja BUMN bakal makin joss! Semangat Pak Prabowo https://t.co/DyLfWyTZXf,neutral,0.5233147740364075,evaluasi kerja bumn joss semangat prabowo
70,70,70,@prabowo PECAT SAJA @ListyoSigitP DARI JABATANNYA DAN DI GANTIKAN OLEH POLISI LANTAS INI!!. RAKYAT SUDAH MUAK DENGAN KINERJA @ListyoSigitP !!. @prabowo @setkabgoid @mohmahfudmd https://t.co/TimFnhn6Vy,negative,0.4735924303531647,prabowo pecat jabat ganti polisi lantas rakyat muak kerja prabowo
71,71,71,4. Lebih lanjut Presiden Prabowo menegaskan bahwa evaluasi kinerja direksi harus dilakukan secara menyeluruh termasuk penilaian terhadap integritas dan profesionalisme. Sumber: BPMI Setpres #KemensetnegRI #RilisPresiden https://t.co/IB40Dn7XaG,positive,0.4608814716339111,presiden prabowo evaluasi kerja direksi nilai integritas profesionalisme sumber bpmi setpres kemensetnegri rilispresiden
72,72,72,Akhirnya kita saling melengkapi Kinerja pemerintahan Prabowo Gibran sudah menampakkan hasil ketahanan pangan akan segera terwujud melalui swasembada beras SKYNANI MIRINDA PRESENTERS,neutral,0.9976804256439208,lengkap kerja perintah prabowo gibran tampak hasil tahan pangan wujud swasembada beras skynani mirinda presenters
73,73,73,@polreshalut_ @prabowo @ListyoSigitP @ahriesonta @bareskrim Kalau ada buktinya Harus SEGERA di PTDH biar ada efek Jera agar Institusi Polri Tidak menjadi Preseden buruk di mata Masyarakat karena Sekarang di era keterbukaan informasi Masyarakat ikut MENGAWASI KINERJA setiap lembaga Negara yg DIBAYAR dengan Pajak Masyarakat ,neutral,0.9202674627304076,prabowo bukti ptdh biar efek jera institusi polri preseden buruk mata masyarakat era buka informasi masyarakat awas kerja lembaga negara bayar pajak masyarakat
74,74,74,Presiden Prabowo Subianto menegaskan pentingnya kinerja dan integritas di tubuh BUMN. Ia mewarning para direksi agar meninggalkan praktik tak efisien dan tidak menunjukkan kemalasan. Evaluasi kinerja wajib dilakukan tapi penunjukan direksi tetap harus profesional. https://t.co/RleY9yo9Jm,positive,0.8651226162910461,presiden prabowo subianto kerja integritas tubuh bumn mewarning direksi tinggal praktik efisien malas evaluasi kerja wajib tunjuk direksi profesional
75,75,75,@DedynurPalakka Padahal lebih bagus karakter dan kinerja Gibran drpd Prabowo... Lebih muda lebih bertenaga dan wataknya juga lebih tenang dlm pengambilan keputusan - Prabowo terlalu eksplosif dan emosional Gibran lebih tenang dan rasional,neutral,0.4078345596790313,bagus karakter kerja gibran drpd prabowo muda tenaga watak tenang dlm ambil putus prabowo eksplosif emosional gibran tenang rasional
76,76,76,Presiden Prabowo Subianto memerintahkan manajemen BUMN dan Danantara untuk mengevaluasi kinerja jajaran direksi. Presiden Prabowo tidak ingin ada direksi yang menyalahgunakan kewenangan dan meminta jajaran direksi diisi orang-orang profesional. #presidenprabowo #prabowo https://t.co/ErjE9fhslB,positive,0.91533362865448,presiden prabowo subianto perintah manajemen bumn danantara evaluasi kerja jajar direksi presiden prabowo direksi menyalahgunakan wenang jajar direksi isi orang orang profesional presidenprabowo prabowo
77,77,77,Prabowo Minta Direksi BUMN Dievaluasi: Tidak Berprestasi dan Malas-malasan Ganti! https://t.co/RtEICJ9QBh #RadarJabar #Prabowo #Indeks #BUMN #danantara #Kinerja,negative,0.5196384787559509,prabowo direksi bumn evaluasi prestasi malas malas ganti radarjabar prabowo indeks bumn danantara kerja
78,78,78,Presiden Prabowo meminta seluruh jajaran direksi BUMN untuk meninggalkan praktik-praktik lama yang tidak efisien maupun yang menyimpang. Ia menegaskan bahwa evaluasi kinerja direksi harus dilakukan secara menyeluruh termasuk penilaian terhadap integritas dan profesionalisme.,positive,0.8866674900054932,presiden prabowo jajar direksi bumn tinggal praktik praktik efisien simpang evaluasi kerja direksi nilai integritas profesionalisme
79,79,79,844 BUMN Bergabung dengan Danantara Prabowo Minta Kinerja Hingga Akhlak Jajaran Direksi Dievaluasi #TribunKaltim #Danantara #Prabowo #BUMN https://t.co/t8vT4LhZpn lewat @tribunnews,positive,0.8346034288406372,bumn gabung danantara prabowo kerja akhlak jajar direksi evaluasi tribunkaltim danantara prabowo bumn
80,80,80,Enam bulan memimpin Presiden Prabowo mendapat penilaian positif! Survei IDSight: 74 6% masyarakat puas dengan kinerja beliau. Stabilitas terjaga pembangunan dipercepat rakyat makin dekat. Optimisme tumbuh Indonesia makin maju! 🇮🇩 #Prabowo #IndonesiaMaju https://t.co/k1GkfSPcWB,neutral,0.610795259475708,enam pimpin presiden prabowo nilai positif survei idsight masyarakat puas kerja beliau stabilitas jaga bangun cepat rakyat optimisme tumbuh indonesia maju prabowo indonesiamaju
81,81,81,Presiden RI Prabowo Subianto menugaskan jajaran manajemen BUMN untuk mengevaluasi kinerja watak akhlak dan prestasi direksi untuk memastikan seluruh perusahaan bergerak secara profesional dan berintegritas. . Kalau dia tidak berprestasi kalau dia malas-malasan kalau dia https://t.co/SW0VFoqL15,positive,0.5084249973297119,presiden prabowo subianto tugas jajar manajemen bumn evaluasi kerja watak akhlak prestasi direksi usaha gerak profesional integritas prestasi malas malas
82,82,82,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @coldbrew165 @gtobing2903 @BPOM_RI @HaloBPOM1500533 @BPOMRI Kinerja BPOm terlalu santai,neutral,0.978598177433014,prabowo kerja bpom santai
